month,brand,share
2015-04-01,BLU,0.21464008795802852
2015-04-01,Other,0.19189287605698915
2015-04-01,FINITI,0.12291013613169269
2015-04-01,NJOY,0.10341141554007895
2015-04-01,LOGIC,0.10133816583735819
2015-05-01,MISTIC,0.2699755256053895
2015-05-01,BLU,0.22539210114382519
2015-05-01,Other,0.19043981818233693
2015-05-01,FINITI,0.11112591588505275
2015-05-01,NJOY,0.10229813152895395
2015-05-01,LOGIC,0.10076850765444176
2015-06-01,MISTIC,0.26902523733860817
2015-06-01,BLU,0.22907102048753772
2015-06-01,Other,0.18234369600317052
2015-06-01,FINITI,0.11581486388427316
2015-06-01,NJOY,0.1086826146568441
2015-06-01,LOGIC,0.09506256762956639
2015-07-01,MISTIC,0.348273769209915
2015-07-01,BLU,0.2060038566231262
2015-07-01,Other,0.1531030036294722
2015-07-01,FINITI,0.104198883343599
2015-07-01,NJOY,0.10312859346960881
2015-07-01,LOGIC,0.08529189372427876
2015-08-01,MISTIC,0.34602029591841005
2015-08-01,BLU,0.19340105270134159
2015-08-01,Other,0.15373783244655642
2015-08-01,NJOY,0.11097711974232385
2015-08-01,FINITI,0.10462891955253224
2015-08-01,LOGIC,0.09123477963883576
2015-09-01,MISTIC,0.30048082069493387
2015-09-01,BLU,0.20242774256475515
2015-09-01,Other,0.17322486894969685
2015-09-01,NJOY,0.13001243400870038
2015-09-01,LOGIC,0.10156067943762422
2015-09-01,FINITI,0.09229345434428951
2015-10-01,MISTIC,0.31339899212047073
2015-10-01,BLU,0.19642838230734452
2015-10-01,Other,0.17583347994609888
2015-10-01,NJOY,0.11507310240475493
2015-10-01,LOGIC,0.10877924944349068
2015-10-01,FINITI,0.09048679377784032
2015-11-01,MISTIC,0.317984100664156
2015-11-01,BLU,0.18789124973874505
2015-11-01,Other,0.17258704147796414
2015-11-01,NJOY,0.13583787952533552
2015-11-01,LOGIC,0.10027728789660723
2015-11-01,FINITI,0.08542244069719204
2015-12-01,MISTIC,0.32043685356768575
2015-12-01,BLU,0.1880351800068733
2015-12-01,Other,0.1718998719837332
2015-12-01,NJOY,0.12369759383582206
2015-12-01,LOGIC,0.1008839167328007
2015-12-01,FINITI,0.09504658387308504
2016-01-01,MISTIC,0.3025507323048408
2016-01-01,BLU,0.18771698685553953
2016-01-01,Other,0.17334450456253367
2016-01-01,NJOY,0.14339903078502314
2016-01-01,LOGIC,0.10419564908974471
2016-01-01,FINITI,0.08879309640231808
2016-02-01,MISTIC,0.3322712514350049
2016-02-01,BLU,0.18479139830449798
2016-02-01,Other,0.16151482197223985
2016-02-01,NJOY,0.1485266915163639
2016-02-01,LOGIC,0.1013528404101935
2016-02-01,FINITI,0.07154299636169976
2016-03-01,MISTIC,0.3160160698614735
2016-03-01,BLU,0.1933794036196052
2016-03-01,Other,0.15546676458413158
2016-03-01,NJOY,0.14813335131526736
2016-03-01,LOGIC,0.110656296623312
2016-03-01,FINITI,0.07634811399621033
2016-04-01,MISTIC,0.32076236041199324
2016-04-01,BLU,0.1957543119769671
2016-04-01,NJOY,0.15727497861486808
2016-04-01,Other,0.15290620222484724
2016-04-01,LOGIC,0.09517451174573363
2016-04-01,FINITI,0.07812763502559066
2016-05-01,MISTIC,0.32662356309655566
2016-05-01,BLU,0.18956588347864434
2016-05-01,NJOY,0.1670858143162769
2016-05-01,Other,0.162439248923755
2016-05-01,LOGIC,0.07996391055539591
2016-05-01,FINITI,0.07432157962937225
2016-06-01,MISTIC,0.3105966283024847
2016-06-01,BLU,0.19494917340833998
2016-06-01,NJOY,0.17964586346908623
2016-06-01,Other,0.1605041995544181
2016-06-01,LOGIC,0.07758874440209054
2016-06-01,FINITI,0.07671539086358041
2016-07-01,MISTIC,0.28497569334785416
2016-07-01,BLU,0.21051493346179614
2016-07-01,NJOY,0.18856819158724716
2016-07-01,Other,0.15889129024512616
2016-07-01,FINITI,0.0802683904814468
2016-07-01,LOGIC,0.07678150087652966
2016-08-01,MISTIC,0.284812827834819
2016-08-01,BLU,0.22203688668127458
2016-08-01,NJOY,0.18006523337435354
2016-08-01,Other,0.15292013302921167
2016-08-01,LOGIC,0.082623653160667
2016-08-01,FINITI,0.07754126591967424
2016-09-01,MISTIC,0.2837159754797186
2016-09-01,BLU,0.22424526739801331
2016-09-01,NJOY,0.1732037858792027
2016-09-01,Other,0.15065523943207962
2016-09-01,LOGIC,0.09234137797468674
2016-09-01,FINITI,0.07583835383629893
2016-10-01,MISTIC,0.2863113128368489
2016-10-01,BLU,0.21446846794183555
2016-10-01,Other,0.15890739100004367
2016-10-01,LOGIC,0.13238894501086412
2016-10-01,NJOY,0.12933939959371088
2016-10-01,FINITI,0.07858448361669683
2016-11-01,MISTIC,0.2927804314201566
2016-11-01,BLU,0.2118219720533805
2016-11-01,Other,0.16652495222537236
2016-11-01,LOGIC,0.15987665966303113
2016-11-01,NJOY,0.09244005309986195
2016-11-01,FINITI,0.07655593153819755
2016-12-01,MISTIC,0.2931662628257395
2016-12-01,BLU,0.20118135034600976
2016-12-01,LOGIC,0.16704987770436244
2016-12-01,Other,0.16474425748887403
2016-12-01,NJOY,0.10194845937473186
2016-12-01,FINITI,0.07190979226028246
2017-01-01,MISTIC,0.27339125650277196
2017-01-01,BLU,0.19615036643108213
2017-01-01,Other,0.17938646758892965
2017-01-01,LOGIC,0.17295007626599593
2017-01-01,NJOY,0.11159636391305287
2017-01-01,FINITI,0.06652546929816738
2017-02-01,MISTIC,0.257303549841532
2017-02-01,Other,0.18944894689183253
2017-02-01,BLU,0.18660023529774158
2017-02-01,LOGIC,0.17629311739519993
2017-02-01,NJOY,0.12977389216380222
2017-02-01,FINITI,0.0605802584098917
2017-03-01,MISTIC,0.25923093575114337
2017-03-01,BLU,0.1913831491382737
2017-03-01,Other,0.1888236497181809
2017-03-01,LOGIC,0.16818212546682332
2017-03-01,NJOY,0.13628975968303708
2017-03-01,FINITI,0.056090380242541676
2017-04-01,MISTIC,0.23032193789525132
2017-04-01,Other,0.19566728726277574
2017-04-01,BLU,0.19550735117300336
2017-04-01,LOGIC,0.1771622093429301
2017-04-01,NJOY,0.14093336692173966
2017-04-01,FINITI,0.06040784740429983
2017-05-01,MISTIC,0.2243597685379271
2017-05-01,Other,0.20555922065731255
2017-05-01,BLU,0.2047214795752499
2017-05-01,LOGIC,0.16143136735575028
2017-05-01,NJOY,0.14773260196442312
2017-05-01,VUSE,0.05619556190933708
2017-06-01,MISTIC,0.23743883361000032
2017-06-01,BLU,0.20316026184298197
2017-06-01,Other,0.18859314432223942
2017-06-01,LOGIC,0.16012714003970827
2017-06-01,NJOY,0.1562539925868211
2017-06-01,VUSE,0.05442662759824892
2017-07-01,MISTIC,0.21853144082025186
2017-07-01,Other,0.1912393902574348
2017-07-01,BLU,0.18896535195198405
2017-07-01,LOGIC,0.17722351819965584
2017-07-01,NJOY,0.16735684264101144
2017-07-01,JUUL,0.05668345612966209
2017-08-01,MISTIC,0.2244717750826113
2017-08-01,LOGIC,0.18361647809919193
2017-08-01,Other,0.1835713867781838
2017-08-01,NJOY,0.1756431697220279
2017-08-01,BLU,0.17530813194764042
2017-08-01,VUSE,0.057389058370344664
2017-09-01,MISTIC,0.21848588193989177
2017-09-01,Other,0.1863805821935683
2017-09-01,BLU,0.1802005210164536
2017-09-01,LOGIC,0.1749634106261539
2017-09-01,NJOY,0.17366121706003299
2017-09-01,VUSE,0.06630838716389946
2017-10-01,MISTIC,0.2255919566104548
2017-10-01,Other,0.181374469666537
2017-10-01,NJOY,0.18098029339000624
2017-10-01,BLU,0.17686517205352445
2017-10-01,LOGIC,0.15620818290718336
2017-10-01,VUSE,0.07897992537229404
2017-11-01,MISTIC,0.2103902813771561
2017-11-01,Other,0.19538530795075268
2017-11-01,NJOY,0.1928308891939827
2017-11-01,BLU,0.16870968814976683
2017-11-01,LOGIC,0.1486057243074913
2017-11-01,VUSE,0.08407810902085028
2017-12-01,MISTIC,0.20559775955523427
2017-12-01,Other,0.19156625747959538
2017-12-01,NJOY,0.18226114422824316
2017-12-01,LOGIC,0.15895573246110492
2017-12-01,BLU,0.15872056780736532
2017-12-01,JUUL,0.10289853846845697
2018-01-01,JUUL,0.2697720626512601
2018-01-01,Other,0.2356268144384608
2018-01-01,VUSE,0.15292727372887646
2018-01-01,MARKTEN,0.13862236913696188
2018-01-01,BLU,0.10515230921762686
2018-01-01,LOGIC,0.09789917082681397
2018-02-01,JUUL,0.2871033345931896
2018-02-01,Other,0.2204734968749761
2018-02-01,VUSE,0.15938277565172917
2018-02-01,MARKTEN,0.13785681672974875
2018-02-01,BLU,0.10021732291337726
2018-02-01,LOGIC,0.09496625323697909
2018-03-01,JUUL,0.3460197181240601
2018-03-01,Other,0.19534727882441652
2018-03-01,VUSE,0.1515886018068114
2018-03-01,MARKTEN,0.13210448370293146
2018-03-01,BLU,0.09175123741495896
2018-03-01,NJOY,0.08318868012682151
2018-04-01,JUUL,0.41681002251710103
2018-04-01,Other,0.17059625358885458
2018-04-01,MARKTEN,0.12493634216779338
2018-04-01,VUSE,0.12340800259923498
2018-04-01,BLU,0.08599919088408843
2018-04-01,NJOY,0.07825018824292759
2018-05-01,JUUL,0.4703359630881237
2018-05-01,Other,0.15032280473299642
2018-05-01,MARKTEN,0.11584247768950612
2018-05-01,BLU,0.09360307803154407
2018-05-01,VUSE,0.09309121279952319
2018-05-01,NJOY,0.0768044636583065
2018-06-01,JUUL,0.49803402018849213
2018-06-01,Other,0.13929765423511098
2018-06-01,MARKTEN,0.1021654625545621
2018-06-01,VUSE,0.09267351676773578
2018-06-01,BLU,0.09147652143131743
2018-06-01,NJOY,0.07635282482278163
2018-07-01,JUUL,0.5020374137021767
2018-07-01,Other,0.1379337435817535
2018-07-01,MARKTEN,0.10219672182571192
2018-07-01,BLU,0.09199785335452627
2018-07-01,VUSE,0.08934544932947225
2018-07-01,NJOY,0.07648881820635939
2018-08-01,JUUL,0.5056341292194715
2018-08-01,Other,0.16128486775425235
2018-08-01,MARKTEN,0.09770148564098331
2018-08-01,BLU,0.08151113317000615
2018-08-01,VUSE,0.07948440991810943
2018-08-01,NJOY,0.07438397429717727
2018-09-01,JUUL,0.542937748496302
2018-09-01,Other,0.13409479728281684
2018-09-01,MARKTEN,0.09278325212371352
2018-09-01,BLU,0.08050507221436069
2018-09-01,VUSE,0.0768085757898682
2018-09-01,NJOY,0.07287055409293873
2018-10-01,JUUL,0.5749372701875269
2018-10-01,Other,0.1056345695198112
2018-10-01,MARKTEN,0.0922447200653851
2018-10-01,BLU,0.08092663329467312
2018-10-01,VUSE,0.07827736856576752
2018-10-01,NJOY,0.0679794383668362
2018-11-01,JUUL,0.5784141977041969
2018-11-01,Other,0.10647611793732402
2018-11-01,MARKTEN,0.08728369463748734
2018-11-01,VUSE,0.08612497984398632
2018-11-01,BLU,0.0776472681442552
2018-11-01,NJOY,0.06405374173275014
2018-12-01,JUUL,0.5665182248121899
2018-12-01,Other,0.11387275515054376
2018-12-01,VUSE,0.09115936530593649
2018-12-01,MARKTEN,0.08817206766437821
2018-12-01,BLU,0.0752729775174426
2018-12-01,NJOY,0.06500460954950898
2019-01-01,JUUL,0.543160668595794
2019-01-01,Other,0.1111124014478851
2019-01-01,VUSE,0.10795332490891861
2019-01-01,MARKTEN,0.08431970658903738
2019-01-01,BLU,0.08282948309676372
2019-01-01,NJOY,0.07062441536160113
2019-02-01,JUUL,0.5537591599055424
2019-02-01,VUSE,0.1282346883221178
2019-02-01,Other,0.09013399701141792
2019-02-01,BLU,0.08881377150182225
2019-02-01,NJOY,0.08305096534138771
2019-02-01,LOGIC,0.05600741791771188
2019-03-01,JUUL,0.577445897364786
2019-03-01,VUSE,0.13590030290205682
2019-03-01,NJOY,0.09302352717053539
2019-03-01,BLU,0.08908262664327418
2019-03-01,LOGIC,0.05279814743731756
2019-03-01,Other,0.05174949848203008
2019-04-01,JUUL,0.5699588521804959
2019-04-01,VUSE,0.13596492991080528
2019-04-01,NJOY,0.10595589317467519
2019-04-01,BLU,0.08344897998155223
2019-04-01,Other,0.057137909885378396
2019-04-01,LOGIC,0.04753343486709302
2019-05-01,JUUL,0.5016613607883582
2019-05-01,NJOY,0.15421114292928567
2019-05-01,VUSE,0.12062387238651888
2019-05-01,Other,0.09158113918117937
2019-05-01,BLU,0.07249065263619946
2019-05-01,MISTIC,0.059431832078458355
2019-06-01,JUUL,0.4705757601555509
2019-06-01,NJOY,0.21447137503658395
2019-06-01,VUSE,0.10995755696490231
2019-06-01,Other,0.08669090078864888
2019-06-01,BLU,0.06008223760366379
2019-06-01,MISTIC,0.058222169450650056
2019-07-01,JUUL,0.4627177868296097
2019-07-01,NJOY,0.296756998835281
2019-07-01,VUSE,0.09349282426213051
2019-07-01,Other,0.062294656422430636
2019-07-01,BLU,0.0530393227941074
2019-07-01,LOGIC,0.03169841085644074
2019-08-01,JUUL,0.4193606718035346
2019-08-01,NJOY,0.35983996394455214
2019-08-01,VUSE,0.0995905351519038
2019-08-01,BLU,0.0475360901251006
2019-08-01,Other,0.04449449635848265
2019-08-01,LOGIC,0.02917824261642628
2019-09-01,NJOY,0.400611622010365
2019-09-01,JUUL,0.367111514526391
2019-09-01,VUSE,0.12125618844899268
2019-09-01,BLU,0.04712056615825287
2019-09-01,Other,0.035057093553579034
2019-09-01,LOGIC,0.028843015302419395
2019-10-01,JUUL,0.37772152400963777
2019-10-01,NJOY,0.36392889101220544
2019-10-01,VUSE,0.15175660238084826
2019-10-01,BLU,0.05183282674475
2019-10-01,LOGIC,0.030488731067049194
2019-10-01,Other,0.024271424785509362
2019-11-01,JUUL,0.3999541962482347
2019-11-01,NJOY,0.32032256509837914
2019-11-01,VUSE,0.17718162675359797
2019-11-01,BLU,0.051663978537300266
2019-11-01,LOGIC,0.032414870932326915
2019-11-01,Other,0.018462762430161084
2019-12-01,JUUL,0.37190869001679167
2019-12-01,NJOY,0.3267876832620137
2019-12-01,VUSE,0.20266740079569323
2019-12-01,BLU,0.04618929547136947
2019-12-01,LOGIC,0.03198073901789813
2019-12-01,Other,0.020466191436233853
2020-01-01,NJOY,0.33890639494822417
2020-01-01,JUUL,0.32281276773442125
2020-01-01,VUSE,0.230359595172103
2020-01-01,BLU,0.05490275350655358
2020-01-01,LOGIC,0.03196590295002057
2020-01-01,Other,0.02105258568867743
2020-02-01,JUUL,0.35382763578890397
2020-02-01,NJOY,0.2868355364702624
2020-02-01,VUSE,0.281407041962672
2020-02-01,BLU,0.03856412596699847
2020-02-01,LOGIC,0.02293779974646763
2020-02-01,Other,0.016427860064695578
2020-03-01,JUUL,0.37429961933684686
2020-03-01,VUSE,0.28558492746644515
2020-03-01,NJOY,0.27225015162492017
2020-03-01,BLU,0.03157027597044161
2020-03-01,LOGIC,0.021071337892439836
2020-03-01,Other,0.015223687708906315
2020-04-01,JUUL,0.38927902684553883
2020-04-01,VUSE,0.2777096506886276
2020-04-01,NJOY,0.2689789307705627
2020-04-01,BLU,0.030153738932553194
2020-04-01,LOGIC,0.018206405648680694
2020-04-01,Other,0.015672247114037086
2020-05-01,JUUL,0.3817827071348269
2020-05-01,VUSE,0.2889348629370632
2020-05-01,NJOY,0.2679769569040516
2020-05-01,BLU,0.02920475889626928
2020-05-01,LOGIC,0.0174812676728089
2020-05-01,Other,0.014619446454980055
2020-06-01,JUUL,0.37176221635703516
2020-06-01,VUSE,0.3042710492897523
2020-06-01,NJOY,0.2646229860655626
2020-06-01,BLU,0.028905814429248698
2020-06-01,LOGIC,0.0164258269267755
2020-06-01,Other,0.014012106931625736
2020-07-01,JUUL,0.36805430483556134
2020-07-01,VUSE,0.31456211099242276
2020-07-01,NJOY,0.25897348076436694
2020-07-01,BLU,0.028505803948154634
2020-07-01,LOGIC,0.015539141153736896
2020-07-01,Other,0.014365158305757393
2020-08-01,JUUL,0.36421411773023205
2020-08-01,VUSE,0.3274876469264557
2020-08-01,NJOY,0.2523633876541533
2020-08-01,BLU,0.02766235185545115
2020-08-01,LOGIC,0.01522890329498054
2020-08-01,Other,0.01304359253872734
2020-09-01,VUSE,0.3516352564833331
2020-09-01,JUUL,0.34786102547835396
2020-09-01,NJOY,0.2444036509192868
2020-09-01,BLU,0.026729569582839202
2020-09-01,LOGIC,0.015252205657746706
2020-09-01,Other,0.014118291878440119
2020-10-01,VUSE,0.38461466056133936
2020-10-01,JUUL,0.33011727918932166
2020-10-01,NJOY,0.2298800263896232
2020-10-01,BLU,0.025857897815328802
2020-10-01,LOGIC,0.01535742969343841
2020-10-01,Other,0.014172706350948612
2020-11-01,VUSE,0.4063774645559785
2020-11-01,JUUL,0.31919091740593847
2020-11-01,NJOY,0.2177265438883284
2020-11-01,BLU,0.025305515436606738
2020-11-01,Other,0.015936150039819227
2020-11-01,LOGIC,0.015463408673328592
2020-12-01,VUSE,0.39669828753536257
2020-12-01,JUUL,0.32363520720193295
2020-12-01,NJOY,0.22129764601821075
2020-12-01,BLU,0.02479154321946356
2020-12-01,Other,0.017886350307172623
2020-12-01,LOGIC,0.01569096571785755
2021-01-01,VUSE,0.4020961515009938
2021-01-01,JUUL,0.29547874422285975
2021-01-01,NJOY,0.20340686679924952
2021-01-01,Other,0.05517213351160631
2021-01-01,MNGO,0.02272687650851041
2021-01-01,BLU,0.0211192274567802
2021-02-01,VUSE,0.41469069775590295
2021-02-01,JUUL,0.29017043336910603
2021-02-01,NJOY,0.193943927139056
2021-02-01,Other,0.05795953793662374
2021-02-01,MNGO,0.021875786698723265
2021-02-01,BLU,0.021359617100587952
2021-03-01,VUSE,0.42289171229378764
2021-03-01,JUUL,0.28527638865904564
2021-03-01,NJOY,0.1824024894659307
2021-03-01,Other,0.06295172004164173
2021-03-01,MNGO,0.0255840749734135
2021-03-01,BLU,0.020893614566180756
2021-04-01,VUSE,0.4264995901649195
2021-04-01,JUUL,0.28724544759111353
2021-04-01,NJOY,0.17347521619885928
2021-04-01,Other,0.06707451914970369
2021-04-01,MNGO,0.024309034307361064
2021-04-01,BLU,0.02139619258804289
2021-05-01,VUSE,0.43058053644960287
2021-05-01,JUUL,0.29073076185469116
2021-05-01,NJOY,0.16645657618490672
2021-05-01,Other,0.06407140014582251
2021-05-01,MNGO,0.025125938531916348
2021-05-01,BLU,0.02303478683306036
2021-06-01,VUSE,0.43889242521328425
2021-06-01,JUUL,0.28715038784856944
2021-06-01,NJOY,0.15766231860634963
2021-06-01,Other,0.06649835071502452
2021-06-01,MNGO,0.025809960070332396
2021-06-01,BLU,0.023986557546439784
2021-07-01,VUSE,0.4456803634099823
2021-07-01,JUUL,0.2804863124478444
2021-07-01,NJOY,0.15019374189664145
2021-07-01,Other,0.07266091075059994
2021-07-01,MNGO,0.02590350534600411
2021-07-01,BLU,0.02507516614892774
2021-08-01,VUSE,0.44262079232941487
2021-08-01,JUUL,0.27686648039540934
2021-08-01,NJOY,0.14636172398224373
2021-08-01,Other,0.0838329673707542
2021-08-01,BLU,0.02522675125539549
2021-08-01,MNGO,0.02509128466678228
2021-09-01,VUSE,0.4436431604234736
2021-09-01,JUUL,0.2690365196429812
2021-09-01,NJOY,0.14391108945854386
2021-09-01,Other,0.09363390686753484
2021-09-01,BLU,0.025068053263698126
2021-09-01,HYPPE,0.024707270343768288
2021-10-01,VUSE,0.4517175255054468
2021-10-01,JUUL,0.2639163956785279
2021-10-01,NJOY,0.13921436331538434
2021-10-01,Other,0.09242009451050319
2021-10-01,HYPPE,0.0283548170858531
2021-10-01,BLU,0.024376803904284615
2021-11-01,VUSE,0.46004006649461243
2021-11-01,JUUL,0.26082672045052163
2021-11-01,NJOY,0.13731198366810973
2021-11-01,Other,0.08749943023127318
2021-11-01,HYPPE,0.029865373409258884
2021-11-01,BLU,0.02445642574622417
2021-12-01,VUSE,0.4663586216270309
2021-12-01,JUUL,0.25921485946095707
2021-12-01,NJOY,0.13615736268564582
2021-12-01,Other,0.08502381267200848
2021-12-01,HYPPE,0.028600762191481756
2021-12-01,BLU,0.024644581362875964
2022-01-01,VUSE,0.45809118781671365
2022-01-01,JUUL,0.27093467609848704
2022-01-01,NJOY,0.13170825950900025
2022-01-01,Other,0.08416667817055076
2022-01-01,HYPPE,0.02874211284901144
2022-01-01,BLU,0.026357085556236826
2022-02-01,VUSE,0.4614154060070099
2022-02-01,JUUL,0.2648454699495732
2022-02-01,NJOY,0.1290986242059125
2022-02-01,Other,0.08141146769878928
2022-02-01,HYPPE,0.037544780529760576
2022-02-01,BLU,0.025684251608954455
2022-03-01,VUSE,0.46140289471768386
2022-03-01,JUUL,0.26255788957488796
2022-03-01,NJOY,0.12642893268288152
2022-03-01,Other,0.08466606099482063
2022-03-01,HYPPE,0.040442631635723474
2022-03-01,BLU,0.024501590394002612
