month,brand,n_upc,mL
2023-06-01,JUICY BAR,8,11908
2023-06-01,JUUL,18,2228312.1340639996
2023-06-01,LEAP,16,23910.75
2023-06-01,LOGIC,6,174547.2
2023-06-01,MADURO DISTRIBUTORS,7,100262.5
2023-06-01,MNGO,14,11288.599999999999
2023-06-01,NJOY,17,1598725.8999999997
2023-06-01,PACHA,9,20102.832145
2023-06-01,POP,9,53.300000000000004
2023-06-01,POSH,1,4900
2023-06-01,PUUR VAPOR,23,740
2023-06-01,SAVAGE,10,9597
2023-06-01,SHENZEN HQD TECHNOLOGY,21,66376
2023-06-01,SHENZHEN GOLDREAMS TECHNOLOGY,1,40
2023-06-01,STAGBAR,18,57473
2023-06-01,STICK,10,17887.8
2023-06-01,SWITCH MODS,8,348.497486
2023-06-01,VAPIN PLUS,4,134.9438805
2023-06-01,VUSE,48,6746659.199999998
2023-06-01,ZEO,28,47033.999999999985
2023-07-01,21ST CENTURY SMOKE,1,64
2023-07-01,AVATA,12,28824
2023-07-01,BIDI,11,50066.799999999996
2023-07-01,BLU,26,143748.313443
2023-07-01,BREEZE,20,410994
2023-07-01,EPIC,1,7.5
2023-07-01,ESCO BARS,10,74838
2023-07-01,FUME,14,892
2023-07-01,GLAS,12,15731.300000000003
2023-07-01,HYDE,4,17.6
2023-07-01,HYPPE,21,473134
2023-07-01,IGNITE,21,44756.99999999999
2023-07-01,IMIRACLE,13,8204
2023-07-01,JUICY,1,3744
2023-07-01,JUICY BAR,8,30303
2023-07-01,JUUL,19,2753445.2673759996
2023-07-01,LEAP,16,28098
2023-07-01,LOGIC,6,214860.6
2023-07-01,MADURO DISTRIBUTORS,7,126841
2023-07-01,MNGO,14,48016.2
2023-07-01,NJOY,19,1959266.3
2023-07-01,PACHA,9,24238.39265
2023-07-01,PALAX,5,1494
2023-07-01,POP,5,8.4
2023-07-01,POSH,1,3075
2023-07-01,PUUR VAPOR,21,732
2023-07-01,SAVAGE,11,13863
2023-07-01,SHENZEN HQD TECHNOLOGY,28,89095
2023-07-01,SHENZHEN GOLDREAMS TECHNOLOGY,1,10
2023-07-01,STAGBAR,18,68822
2023-07-01,STICK,10,21110.6
2023-07-01,SWITCH MODS,8,637.217184
2023-07-01,VUSE,49,8378648.8
2023-07-01,ZEO,22,57280.2
2023-08-01,21ST CENTURY SMOKE,1,64
2023-08-01,AVATA,12,18024
2023-08-01,BIDI,11,39058.6
2023-08-01,BLU,25,112842.92892199999
2023-08-01,BREEZE,20,527676
2023-08-01,ESCO BARS,12,47633.9147
2023-08-01,FUME,10,580
2023-08-01,GLAS,14,11324.299999999997
2023-08-01,HYDE,4,9.600000000000001
2023-08-01,HYPPE,24,376759
2023-08-01,IGNITE,18,31139.999999999996
2023-08-01,IMIRACLE,10,4786
2023-08-01,JUICY,1,3146
2023-08-01,JUICY BAR,12,38064
2023-08-01,JUUL,18,2188196.736744
2023-08-01,LEAP,16,21579.5
2023-08-01,LOGIC,6,168614.40000000002
2023-08-01,MADURO DISTRIBUTORS,7,94367
2023-08-01,MISTIC,1,9.995843
2023-08-01,MNGO,11,45472.200000000004
2023-08-01,NJOY,17,1516640.7869234998
2023-08-01,PACHA,9,12823.923305
2023-08-01,PALAX,8,8892
2023-08-01,POP,7,13.199999999999998
2023-08-01,PUUR VAPOR,16,496
2023-08-01,SAVAGE,9,11475
2023-08-01,SHENZEN HQD TECHNOLOGY,28,93800
2023-08-01,STAGBAR,18,57369
2023-08-01,STICK,10,15072.399999999998
2023-08-01,SWITCH MODS,8,135.232084
2023-08-01,VUSE,46,6609686.600000001
2023-08-01,ZEO,21,38170.4
2023-09-01,21ST CENTURY SMOKE,2,95.587529
2023-09-01,AIRIS,1,32
2023-09-01,AVATA,12,16584
2023-09-01,BIDI,11,44778.99999999999
2023-09-01,BLU,27,136964.28869750001
2023-09-01,BO VAPING,1,4.199999999999999
2023-09-01,BREEZE,20,945960
2023-09-01,CUE,1,4.9979215
2023-09-01,ESCO BARS,17,48310.5789
2023-09-01,FINITI,1,1.75
2023-09-01,FUME,15,556
2023-09-01,GLAS,11,12435.800000000003
2023-09-01,HYDE,4,6.4
2023-09-01,HYPPE,27,470014
2023-09-01,IGNITE,21,28222.499999999993
2023-09-01,IMIRACLE,16,4821
2023-09-01,JUICY,1,4745
2023-09-01,JUICY BAR,15,64480
2023-09-01,JUUL,18,2627506.1325199995
2023-09-01,LEAP,17,26753.75
2023-09-01,LOGIC,7,204437.4
2023-09-01,MADURO DISTRIBUTORS,9,116005.5
2023-09-01,MNGO,12,46926.799999999996
2023-09-01,NJOY,16,1786059.6
2023-09-01,PACHA,9,10984.99931
2023-09-01,PALAX,8,20304
2023-09-01,POP,5,6
2023-09-01,PUUR VAPOR,16,524
2023-09-01,SAVAGE,10,13727
2023-09-01,SHENZEN HQD TECHNOLOGY,28,187178
2023-09-01,SHENZHEN GOLDREAMS TECHNOLOGY,1,10
2023-09-01,STAGBAR,18,71825
2023-09-01,STICK,10,15915.199999999999
2023-09-01,SWITCH MODS,10,295.1617
2023-09-01,VUSE,47,8143593.1000000015
2023-09-01,ZEO,19,38889.200000000004
2023-10-01,21ST CENTURY SMOKE,1,48
2023-10-01,AIRIS,1,16
2023-10-01,AVATA,12,12372
2023-10-01,BIDI,11,34277.59999999999
2023-10-01,BLU,24,105412.230958
2023-10-01,BO VAPING,1,16.099999999999998
2023-10-01,BREEZE,20,900516
2023-10-01,DUO XTRA,1,6.5
2023-10-01,EPIC,1,1.5
2023-10-01,ESCO BARS,20,31605.2994
2023-10-01,FUME,10,384
2023-10-01,GLAS,12,8221.2
2023-10-01,HYDE,6,19.200000000000003
2023-10-01,HYPPE,27,409482
2023-10-01,IGNITE,17,12478.599999999999
2023-10-01,IMIRACLE,16,2946
2023-10-01,JUICY,1,3939
2023-10-01,JUICY BAR,15,65169
2023-10-01,JUUL,18,2077718.409024
2023-10-01,LEAP,16,20760.25
2023-10-01,LOGIC,6,162609.6
2023-10-01,MADURO DISTRIBUTORS,8,129779
2023-10-01,MISTIC,1,9.995843
2023-10-01,MNGO,12,31110.999999999996
2023-10-01,NJOY,18,1395976.3999999997
2023-10-01,PACHA,8,5758.166245
2023-10-01,PALAX,8,22374
2023-10-01,POP,5,6
2023-10-01,PUUR VAPOR,9,196
2023-10-01,SAVAGE,10,10112
2023-10-01,SHENZEN HQD TECHNOLOGY,28,154983
2023-10-01,SHENZHEN GOLDREAMS TECHNOLOGY,1,110
2023-10-01,STAGBAR,18,59189
2023-10-01,STICK,10,10606.4
2023-10-01,SWITCH MODS,11,101.43455200000001
2023-10-01,VUSE,50,6267030.500000001
2023-10-01,ZEO,21,28758.4
2023-11-01,21ST CENTURY SMOKE,1,32
2023-11-01,AIRIS,1,32
2023-11-01,AVATA,12,10512
2023-11-01,BIDI,11,33283.600000000006
2023-11-01,BLU,23,108591.7886975
2023-11-01,BO VAPING,1,6.3
2023-11-01,BREEZE,20,947364
2023-11-01,DUO XTRA,1,6.5
2023-11-01,ESCO BARS,18,22635.9528
2023-11-01,FUME,9,384
2023-11-01,GLAS,11,7624.500000000002
2023-11-01,HELO,2,8.8
2023-11-01,HYDE,2,4.800000000000001
2023-11-01,HYPPE,25,415660
2023-11-01,IGNITE,16,10029.6
2023-11-01,IMIRACLE,16,2678.5
2023-11-01,JUICY,1,4485
2023-11-01,JUICY BAR,17,77363
2023-11-01,JUUL,21,2047926.6404959997
2023-11-01,LEAP,16,19681.25
2023-11-01,LOGIC,6,159606.6
2023-11-01,MADURO DISTRIBUTORS,17,142155
2023-11-01,MNGO,10,28450.799999999996
2023-11-01,NJOY,18,1456461.2
2023-11-01,PACHA,8,2775.3634899999997
2023-11-01,PALAX,8,28242
2023-11-01,POP,5,7.2
2023-11-01,PUUR VAPOR,7,150
2023-11-01,SAVAGE,9,10277
2023-11-01,SHENZEN HQD TECHNOLOGY,28,152653
2023-11-01,STAGBAR,18,56329
2023-11-01,STICK,10,9230.2
2023-11-01,SWITCH MODS,11,145.657998
2023-11-01,V2 CIGS,1,1
2023-11-01,VUSE,45,6244283.800000001
2023-11-01,ZEO,22,26663.2
2023-12-01,21ST CENTURY SMOKE,1,64
2023-12-01,AIRIS,1,80
2023-12-01,AVATA,12,10380
2023-12-01,BIDI,11,46362.399999999994
2023-12-01,BLU,24,140809.7227095
2023-12-01,BO VAPING,1,9.799999999999999
2023-12-01,BREEZE,20,1232922
2023-12-01,EPIC,1,24
2023-12-01,ESCO BARS,20,20867.147
2023-12-01,FUME,6,636
2023-12-01,GLAS,10,8962.199999999999
2023-12-01,HYDE,2,6.4
2023-12-01,HYPPE,26,527621
2023-12-01,IGNITE,18,11412.699999999999
2023-12-01,IMIRACLE,13,2524
2023-12-01,JAK,1,1.25
2023-12-01,JUICY,1,5174
2023-12-01,JUICY BAR,17,117494
2023-12-01,JUUL,19,2539154.9145680005
2023-12-01,LEAP,16,23845.25
2023-12-01,LOGIC,6,195423
2023-12-01,MADURO DISTRIBUTORS,14,183631.5
2023-12-01,MNGO,10,34582.8
2023-12-01,NJOY,16,1990722.9
2023-12-01,PACHA,8,2231.72721
2023-12-01,PALAX,8,42678
2023-12-01,POP,1,1.2
2023-12-01,PUUR VAPOR,8,184
2023-12-01,SAVAGE,9,11746
2023-12-01,SHENZEN HQD TECHNOLOGY,28,189911
2023-12-01,STAGBAR,18,62634
2023-12-01,STICK,10,9850.4
2023-12-01,SWITCH MODS,7,187.26910399999997
2023-12-01,V2 CIGS,1,1
2023-12-01,VUSE,47,7807188.700000001
2023-12-01,ZEO,23,28973
