"check_priority","upc","brand_filled","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","implied_raw_mg_per_mL","review_flag","total_units"
"2-siblings-disagree","081505802307","LOGIC","LOGIC VAPELEAF ECV&C MN PURPLE","LOGIC VAPELEAF ECV&C MN PURPLE",1,1.2,"prefix8+carts",24,"CHECK:siblings_disagree",1572
"2-siblings-disagree","081505802029","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",3,1.2,"prefix10",24,"CHECK:siblings_disagree",1536
"2-siblings-disagree","085001754883",NA,NA,NA,1,1.6,"brand+carts",59.4,"CHECK:siblings_disagree",1366
"2-siblings-disagree","085002678419",NA,NA,NA,1,1.6,"brand+carts",59.4,"CHECK:siblings_disagree",1217
"2-siblings-disagree","081505802031","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",3,1.2,"prefix10",24,"CHECK:siblings_disagree",1145
"2-siblings-disagree","009710000103","MARKTEN","MARKTEN E-CG MN","MARKTEN E-CG MN",1,1.6,"prefix10",35,"CHECK:siblings_disagree",988
"2-siblings-disagree","009710000104","MARKTEN","MARKTEN E-CGC MN","MARKTEN E-CGC MN",4,1.6,"prefix10",35,"CHECK:siblings_disagree",949
"2-siblings-disagree","085570400408","NEO","NEO E-CG MN","NEO E-CG MN",1,7.5,"prefix10",20,"CHECK:siblings_disagree",636
"2-siblings-disagree","085001754805",NA,NA,NA,1,1.6,"brand+carts",59.4,"CHECK:siblings_disagree",551
"2-siblings-disagree","081505802012","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",1,1.2,"prefix10",24,"CHECK:siblings_disagree",534
"2-siblings-disagree","081505802016","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",1,1.2,"prefix10",24,"CHECK:siblings_disagree",530
"2-siblings-disagree","087674200074",NA,NA,NA,1,1.6,"brand+carts",59.4,"CHECK:siblings_disagree",468
"2-siblings-disagree","081505802013","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",1,1.2,"prefix10",24,"CHECK:siblings_disagree",420
"2-siblings-disagree","081836802961",NA,NA,"STIG VGOD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH ICE WATERMELON BOX IN WRAP 3 COUNT",1,1.6,"brand+carts",59.4,"CHECK:siblings_disagree",416
"2-siblings-disagree","081649401225","NICOTEK","NICOTEK METRO E-CG VO","NICOTEK METRO E-CG VO",1,9.995843,"prefix8+carts",24,"CHECK:siblings_disagree",396
"2-siblings-disagree","081505802017","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",1,1.2,"prefix10",24,"CHECK:siblings_disagree",370
"2-siblings-disagree","081649401226","NICOTEK","NICOTEK METRO E-CG MN","NICOTEK METRO E-CG MN",1,9.995843,"prefix8+carts",24,"CHECK:siblings_disagree",370
"2-siblings-disagree","079361829246","DINNER LADY","DINNER LADY","DINNER LADY SMOKING ALTERNATIVE PRODUCT STRAWBERRY ICE 1 COUNT",1,1.5,"line+carts",25,"CHECK:siblings_disagree",325
"2-siblings-disagree","036586038289","21ST CENTURY SMOKE","21SCS E-CGC REGULAR","21SCS E-CGC REGULAR",3,5.4,"prefix10",16,"CHECK:siblings_disagree",318
"2-siblings-disagree","036586038204","21ST CENTURY SMOKE","21SCS E-CGAC MN","21SCS E-CGAC MN",3,5.4,"prefix10",16,"CHECK:siblings_disagree",299
"2-siblings-disagree","036586038207","21ST CENTURY SMOKE","21SCS E-CGAC REGULAR","21SCS E-CGAC REGULAR",3,5.4,"prefix10",16,"CHECK:siblings_disagree",287
"2-siblings-disagree","085438400456","LOGIC","LOGIC E-CG AST 2'S","LOGIC E-CG AST 2'S",2,7.25,"prefix10",18,"CHECK:siblings_disagree",195
"2-siblings-disagree","081068701813","NJOY","NJOY E-CG LIQUID PEACH TEA","NJOY E-CG LIQUID PEACH TEA",1,5.527495,"prefix11",11.8,"CHECK:siblings_disagree",191
"2-siblings-disagree","081068701801","NJOY","NJOY E-CG LIQUID BTR-CRNCH","NJOY E-CG LIQUID BTR-CRNCH",1,5.527495,"prefix10",11.8,"CHECK:siblings_disagree",176
"2-siblings-disagree","081068701805","NJOY","NJOY E-CG LIQUID S-MS","NJOY E-CG LIQUID S-MS",1,5.527495,"prefix10",11.8,"CHECK:siblings_disagree",148
"2-siblings-disagree","081068701803","NJOY","NJOY E-CG LIQUID S-MS","NJOY E-CG LIQUID S-MS",1,5.527495,"prefix10",11.8,"CHECK:siblings_disagree",147
"2-siblings-disagree","088796900580","BLU",NA,NA,NA,3,"prefix10",24,"CHECK:siblings_disagree",114
"2-siblings-disagree","085962600290","FINITI","FIN E-CG","FIN E-CG",1,1.75,"prefix10",16,"CHECK:siblings_disagree",68
"2-siblings-disagree","085266256484","HYDE","HYPPE BAR","HYPPE BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPE SODA BOX 1 COUNT",1,3.2,"prefix10",50,"CHECK:siblings_disagree",60
"2-siblings-disagree","036586038509","FLAVORED MIST","F-M E-CG GRAPE","F-M E-CG GRAPE",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",49
"2-siblings-disagree","036586038512","FLAVORED MIST","F-M E-CG MANGO","F-M E-CG MANGO",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",47
"2-siblings-disagree","036586038336","VAPIN PLUS","VAPIN PLUS LVP","VAPIN PLUS LVP",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",41
"2-siblings-disagree","036586038506","FLAVORED MIST","F-M E-CG CHERRY","F-M E-CG CHERRY",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",39
"2-siblings-disagree","003095507662","LOGIC","LOGIC E-CG TOB","LOGIC E-CG TOB",1,1.2,"brand+carts",24,"CHECK:siblings_disagree",34
"2-siblings-disagree","036586038500","FLAVORED MIST","F-M E-CG APPLE","F-M E-CG APPLE",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",32
"2-siblings-disagree","036586038503","FLAVORED MIST","F-M E-CG BLUEBERRY","F-M E-CG BLUEBERRY",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",30
"2-siblings-disagree","036586038515","FLAVORED MIST","F-M E-CG STRAWBERRY","F-M E-CG STRAWBERRY",1,14.9937645,"prefix8+carts",16,"CHECK:siblings_disagree",27
"2-siblings-disagree","085438400410","LOGIC","LGL E-CG","LGL E-CG",1,7.25,"prefix10",18,"CHECK:siblings_disagree",17
"2-siblings-disagree","003095507669","LOGIC","LG-PLT E-CG MN","LG-PLT E-CG MN",1,1.2,"brand+carts",24,"CHECK:siblings_disagree",11
"2-siblings-disagree","072944053385","LOGIC","LGL E-CG TOB MEDIUM","LGL E-CG TOB MEDIUM",1,1.2,"brand+carts",24,"CHECK:siblings_disagree",10
"2-siblings-disagree","081505802304","LOGIC","LOGIC VAPELEAF","LOGIC VAPELEAF SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE VAPOR AND REGULAR VAPOR SYSTEM 1 COUNT",1,1.2,"prefix8+carts",24,"CHECK:siblings_disagree",10
"2-siblings-disagree","081649401362","NICOTEK","NICOTEK METRO E-CG MN KING","NICOTEK METRO E-CG MN KING",1,9.995843,"prefix8+carts",24,"CHECK:siblings_disagree",10
"2-siblings-disagree","697213645963","AIRIS","AIRIS NEO","AIRIS NEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI STRAWBERRY BOX 1 COUNT",1,16,"prefix8+carts",25,"CHECK:siblings_disagree",10
"2-siblings-disagree","081649401135","NICOTEK","NICOTEK METRO CHICK STICK","NICOTEK METRO CHICK STICK SMOKING ALTERNATIVE PRODUCT BOX IN WRAP 1 COUNT",1,9.995843,"prefix8+carts",24,"CHECK:siblings_disagree",3
"2-siblings-disagree","081649401360","NICOTEK","NICOTEK METRO E-CG KING","NICOTEK METRO E-CG KING",1,9.995843,"prefix8+carts",24,"CHECK:siblings_disagree",2
"2-siblings-disagree","081649401579","FAZE","FAZE BASIC EPV","FAZE BASIC EPV",1,9.995843,"prefix8+carts",24,"CHECK:siblings_disagree",2
"2-siblings-disagree","060946510709","GREEN SMART LIVING","GS-L E-CGC MN RFL","GS-L E-CGC MN RFL",5,3.5,"prefix11",18,"CHECK:siblings_disagree",1
"2-siblings-disagree","060946510719","GREEN SMART LIVING","GS-L E-CGC REGULAR RFL","GS-L E-CGC REGULAR RFL",5,3.5,"prefix10",18,"CHECK:siblings_disagree",1
"3-weak-match","088886130603","LEAP",NA,"LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MINT BOX 1 COUNT",1,1.5,"prefix8_percart",96,"weak:coarse_match",78149
"3-weak-match","085000134231","EPIC","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",73158
"3-weak-match","085000134246","EPIC","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",70327
"3-weak-match","081821401474","GREEN SMOKE","GREEN SMOKE E-CGC M-I","GREEN SMOKE E-CGC M-I",5,5,"prefix8_percart",14.4,"weak:coarse_match",50770
"3-weak-match","081764101801","KRAVE","KRAVE 1001 E-CG RFL","KRAVE 1001 E-CG RFL",3,6,"prefix8_percart",6,"weak:coarse_match",33080
"3-weak-match","081764101804","KRAVE","KRAVE 1001 E-CG MN RFL","KRAVE 1001 E-CG MN RFL",3,6,"prefix8_percart",6,"weak:coarse_match",25047
"3-weak-match","819905028503","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",15271
"3-weak-match","081679601414","V2 CIGS","V2 CIGS E-CG RT","V2 CIGS E-CG RT",1,1,"brand+carts",18,"weak:coarse_match",8195
"3-weak-match","084866646235","FINITI","FIN ECGVT VANILLA","FIN ECGVT VANILLA",2,4.8,"brand+carts",24,"weak:coarse_match",8194
"3-weak-match","081679601272","V2 CIGS","V2 CIGS E-CG MN OF","V2 CIGS E-CG MN OF",1,1,"brand+carts",18,"weak:coarse_match",7332
"3-weak-match","085143800763","EPIC","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",4967
"3-weak-match","081821401471","GREEN SMOKE","GREEN SMOKE EVPC CT","GREEN SMOKE EVPC CT",1,1,"prefix8_percart",72,"weak:coarse_match",4870
"3-weak-match","081821401472","GREEN SMOKE","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",1,1,"prefix8_percart",72,"weak:coarse_match",3985
"3-weak-match","081764101553","KRAVE","KRAVE E-CG","KRAVE E-CG",2,4,"prefix8_percart",9,"weak:coarse_match",3963
"3-weak-match","085143800796","EPIC","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",3823
"3-weak-match","081764101556","KRAVE","KRAVE E-CG MN KING","KRAVE E-CG MN KING",2,4,"prefix8_percart",9,"weak:coarse_match",2826
"3-weak-match","065875194366","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",128.6,"weak:coarse_match",2187
"3-weak-match","065875194381","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",128.6,"weak:coarse_match",2026
"3-weak-match","065875194371","BO VAPING","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",128.6,"weak:coarse_match",1181
"3-weak-match","081821401003","GREEN SMOKE","GREEN SMOKE E-CG A-T","GREEN SMOKE E-CG A-T",2,2,"prefix8_percart",36,"weak:coarse_match",1059
"3-weak-match","065875194356","BO VAPING","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",128.6,"weak:coarse_match",909
"3-weak-match","065875194361","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",128.6,"weak:coarse_match",810
"3-weak-match","081821401001","GREEN SMOKE","GS-VP E-CG A-T","GS-VP E-CG A-T",1,1,"prefix8_percart",72,"weak:coarse_match",666
"3-weak-match","081821401004","GREEN SMOKE","GREEN SMOKE E-CG M-I","GREEN SMOKE E-CG M-I",2,2,"prefix8_percart",36,"weak:coarse_match",596
"3-weak-match","081821401002","GREEN SMOKE","GS-VP E-CG M-I","GS-VP E-CG M-I",1,1,"prefix8_percart",72,"weak:coarse_match",574
"3-weak-match","081836802813","STIG","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",419
"3-weak-match","084043916407","ZIG-ZAG","ZIG-ZAG EVC CLMR","ZIG-ZAG EVC CLMR",2,2.8,"prefix8_percart",58,"weak:coarse_match",316
"3-weak-match","088886130601","LEAP","LEAP GO","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CITRUS MENTHOL BOX 1 COUNT",1,1.5,"prefix8_percart",96,"weak:coarse_match",306
"3-weak-match","079357320162","IMPERIAL","IMPRL HK E-CG JUNGLE JUICE","IMPRL HK E-CG JUNGLE JUICE",1,19.991686,"brand+carts",18,"weak:coarse_match",126
"3-weak-match","088886130604","LEAP","LEAP GO","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MIXED BERRY BOX 1 COUNT",1,1.5,"prefix8_percart",96,"weak:coarse_match",124
"3-weak-match","085267507268","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",96
"3-weak-match","079357311754","IMPERIAL","IMPRL HK E-CG VANILLA","IMPRL HK E-CG VANILLA",1,19.991686,"brand+carts",18,"weak:coarse_match",85
"3-weak-match","079357311751","IMPERIAL","IMPRL HK E-CG MINTY GRAPE","IMPRL HK E-CG MINTY GRAPE",1,19.991686,"brand+carts",18,"weak:coarse_match",73
"3-weak-match","085267507270","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",60,"weak:coarse_match",28
"3-weak-match","081342001847","VAPOR X","VAPOR X E-CG LIQUID TOB","VAPOR X E-CG LIQUID TOB",1,2,"brand+carts",18,"weak:coarse_match",15
"3-weak-match","079357311752","IMPERIAL","IMPRL HK E-CG MOCHA LATTE","IMPRL HK E-CG MOCHA LATTE",1,19.991686,"brand+carts",18,"weak:coarse_match",12
"3-weak-match","081342001857","VAPOR X","VAPOR X E-CG LIQUID MN","VAPOR X E-CG LIQUID MN",1,2,"brand+carts",18,"weak:coarse_match",12
"3-weak-match","079357323335","IMPERIAL","IMPRL HK E-CG SUMMERTIME SWIRL","IMPRL HK E-CG SUMMERTIME SWIRL",1,19.991686,"brand+carts",18,"weak:coarse_match",8
"3-weak-match","079357311757","IMPERIAL","IMPRL HK E-CG IMPERIAL MIX","IMPRL HK E-CG IMPERIAL MIX",1,19.991686,"brand+carts",18,"weak:coarse_match",6
"3-weak-match","083921900082","CIG2O","CIG2O EVCC MN","CIG2O EVCC MN",5,5,"prefix8_percart",8.4,"weak:coarse_match",5
"3-weak-match","081821401337","GREEN SMOKE","GREEN SMOKE ELC-VP MN ICE","GREEN SMOKE ELC-VP MN ICE",1,1,"prefix8_percart",72,"weak:coarse_match",1
"3-weak-match","083921900083","CIG2O","CIG2O EVCC MN","CIG2O EVCC MN",5,5,"prefix8_percart",8.4,"weak:coarse_match",1
"4-single-sibling","081536802035","NJOY","ELCT CGRTT","ELCT CGRTT",1,1,"prefix11",45,"note:single_sibling",640262
"4-single-sibling","036586038660","21ST CENTURY SMOKE",NA,NA,NA,1.6,"prefix10",16,"note:single_sibling",220681
"4-single-sibling","081536802030","NJOY","NJOY E-CG TANK APPLE CRISP","NJOY E-CG TANK APPLE CRISP",1,1,"prefix11",45,"note:single_sibling",193673
"4-single-sibling","084920502165","VUSE",NA,NA,NA,1.8,"prefix11",24,"note:single_sibling",182522
"4-single-sibling","081536802039","NJOY","NJOY E-CG TANK APPLE MELON","NJOY E-CG TANK APPLE MELON",1,1,"prefix11",45,"note:single_sibling",179326
"4-single-sibling","084920501712","VUSE",NA,NA,NA,1.9,"prefix11",30,"note:single_sibling",172285
"4-single-sibling","081536802027","NJOY","NJOY E-CG TANK ICED FRUIT","NJOY E-CG TANK ICED FRUIT",1,1,"prefix11",45,"note:single_sibling",166973
"4-single-sibling","036586038657","21ST CENTURY SMOKE","ELCT CGRTT A&C","ELCT CGRTT A&C",1,1.6,"prefix10",16,"note:single_sibling",159034
"4-single-sibling","081764101760","KRAVE","KRAVE 500 E-CG MN","KRAVE 500 E-CG MN",1,2,"prefix10",18,"note:single_sibling",156615
"4-single-sibling","081764101759","KRAVE","KRAVE 500 E-CG TOB RFL","KRAVE 500 E-CG TOB RFL",1,2,"prefix10",18,"note:single_sibling",149034
"4-single-sibling","085962600262","FINITI",NA,NA,NA,3,"prefix11",13.3,"note:single_sibling",135214
"4-single-sibling","088886130206","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"note:single_sibling",115147
"4-single-sibling","084920501811","VUSE",NA,NA,NA,1.8,"prefix10",50,"note:single_sibling",53828
"4-single-sibling","081821401475","GREEN SMOKE","GREEN SMOKE EVPC CLASSIC","GREEN SMOKE EVPC CLASSIC",3,3,"prefix8+carts",24,"note:single_sibling",52507
"4-single-sibling","084920501808","VUSE",NA,NA,NA,1.8,"prefix11",50,"note:single_sibling",52101
"4-single-sibling","036586037172","VAPIN PLUS","VPLS E-CG LIQUID STBRY","VPLS E-CG LIQUID STBRY",1,14.9937645,"prefix11",16,"note:single_sibling",46385
"4-single-sibling","088886130200","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"note:single_sibling",41788
"4-single-sibling","084920501859","VUSE",NA,NA,NA,1.8,"prefix10",50,"note:single_sibling",41129
"4-single-sibling","084920501814","VUSE",NA,NA,NA,1.8,"prefix10",50,"note:single_sibling",39717
"4-single-sibling","036586037200","VAPIN PLUS","VAPIN PLUS ECTA","VAPIN PLUS ECTA",1,2.306733,"prefix11",16,"note:single_sibling",36821
"4-single-sibling","036586037250","21ST CENTURY SMOKE",NA,NA,NA,2.306733,"prefix10",16,"note:single_sibling",32692
"4-single-sibling","081764101577","KRAVE","KRAVE E-CG TOB KING","KRAVE E-CG TOB KING",1,2,"prefix8+carts",18,"note:single_sibling",29345
"4-single-sibling","081764101580","KRAVE","KRAVE E-CG MN KING","KRAVE E-CG MN KING",1,2,"prefix8+carts",18,"note:single_sibling",27833
"4-single-sibling","081713502323","CUE","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,4.9979215,"prefix10",6,"note:single_sibling",22524
"4-single-sibling","081991301500","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",50,"note:single_sibling",20184
"4-single-sibling","036586037169","VAPIN PLUS","VPLS E-CG LIQUID RICH TOB","VPLS E-CG LIQUID RICH TOB",1,14.9937645,"prefix11",16,"note:single_sibling",19104
"4-single-sibling","081002599277","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT",1,1.2,"prefix11",25,"note:single_sibling",17064
"4-single-sibling","088886130204","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"note:single_sibling",16113
"4-single-sibling","081821401008","GREEN SMOKE","GREEN SMOKE E-CGCM M-I RFL","GREEN SMOKE E-CGCM M-I RFL",3,3,"line+carts",24,"note:single_sibling",15831
"4-single-sibling","081068701791","NJOY","NJOY E-CG LIQUID VNLA-BN","NJOY E-CG LIQUID VNLA-BN",1,10,"prefix11",10,"note:single_sibling",14940
"4-single-sibling","088886130201","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"note:single_sibling",14491
"4-single-sibling","088886130209","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"note:single_sibling",14147
"4-single-sibling","036586037563","VAPIN PLUS","VPLS E-CG LIQUID C-M","VPLS E-CG LIQUID C-M",1,14.9937645,"prefix11",24,"note:single_sibling",13539
"4-single-sibling","085001975212","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,"prefix11",16.2,"note:single_sibling",13463
"4-single-sibling","081002599278","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SOUR APPLE ICE BOX 1 COUNT",1,1.2,"prefix11",25,"note:single_sibling",13438
"4-single-sibling","081713502370","ELCT","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,4.9979215,"prefix11",6,"note:single_sibling",13395
"4-single-sibling","036586037175","VAPIN PLUS","VPLS E-CG LIQUID VANILLA","VPLS E-CG LIQUID VANILLA",1,14.9937645,"prefix11",16,"note:single_sibling",12778
"4-single-sibling","081068701795","NJOY","NJOY E-CG LIQUID DBL-ESPRSO","NJOY E-CG LIQUID DBL-ESPRSO",1,10,"prefix11",10,"note:single_sibling",12688
"4-single-sibling","081821401174","GREEN SMOKE","GREEN SMOKE E-CGCM RL-TB RFL","GREEN SMOKE E-CGCM RL-TB RFL",3,3,"prefix10",24,"note:single_sibling",12281
"4-single-sibling","085001975211","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,"prefix11",16.2,"note:single_sibling",11578
"4-single-sibling","088886130202","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"note:single_sibling",11450
"4-single-sibling","085001975210","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,"prefix11",16.2,"note:single_sibling",10927
"4-single-sibling","081713502330","CUE",NA,"CUE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID CR MENTHOL VAPOR SYSTEM BOX 1 COUNT",1,4.9979215,"prefix10",6,"note:single_sibling",10756
"4-single-sibling","036586037205","VAPIN PLUS","VPLS E-CGA A-T OLS","VPLS E-CGA A-T OLS",1,2.306733,"prefix11",16,"note:single_sibling",10647
"4-single-sibling","081821401327","GREEN SMOKE","GREEN SMOKE EVPC A-T","GREEN SMOKE EVPC A-T",3,3,"prefix8+carts",24,"note:single_sibling",9462
"4-single-sibling","081821401007","GREEN SMOKE","GREEN SMOKE E-CGCM A-T RFL","GREEN SMOKE E-CGCM A-T RFL",3,3,"prefix8+carts",24,"note:single_sibling",8985
"4-single-sibling","081821401328","GREEN SMOKE","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",3,3,"prefix8+carts",24,"note:single_sibling",8522
"4-single-sibling","081821401334","GREEN SMOKE","GREEN SMOKE EVPC CLASSIC","GREEN SMOKE EVPC CLASSIC",3,3,"prefix8+carts",24,"note:single_sibling",8521
"4-single-sibling","081713502319",NA,NA,NA,NA,4.9979215,"prefix10",6,"note:single_sibling",8092
"4-single-sibling","036586037163","VAPIN PLUS","VPLS E-CG LIQUID CHERRY","VPLS E-CG LIQUID CHERRY",1,14.9937645,"prefix11",16,"note:single_sibling",7999
"4-single-sibling","081821401391","GREEN SMOKE","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",3,3,"prefix8+carts",24,"note:single_sibling",7923
"4-single-sibling","081713502312",NA,NA,NA,NA,4.9979215,"prefix10",6,"note:single_sibling",7097
"4-single-sibling","081649401019","NICOTEK",NA,NA,NA,1,"prefix11",18,"note:single_sibling",7056
"4-single-sibling","085001975213","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LIGHTNING BULL 750 PUFFS BOX 1 COUNT",1,10,"prefix11",16.2,"note:single_sibling",6649
"4-single-sibling","081821401133","GREEN SMOKE","GREEN SMOKE E-CGCM A-T RFL","GREEN SMOKE E-CGCM A-T RFL",3,3,"prefix11",24,"note:single_sibling",4575
"4-single-sibling","078779031521","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT",1,1.3,"prefix10",115.4,"note:single_sibling",4551
"4-single-sibling","081713502451","CUE","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,4.9979215,"prefix8+carts",6,"note:single_sibling",3984
"4-single-sibling","081068701329","NJOY","NJOY E-CG MN NO","NJOY E-CG MN NO",1,10,"prefix10",45,"note:single_sibling",3909
"4-single-sibling","081764101112","KRAVE","KRAVE 1001 E-CG","KRAVE 1001 E-CG",1,2,"prefix8+carts",18,"note:single_sibling",2929
"4-single-sibling","078779031531","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT",1,1.3,"prefix10",115.4,"note:single_sibling",2890
"4-single-sibling","000078620186","POSH","POSH","POSH SMOKING ALTERNATIVE PRODUCT MIGHTY MINT PLUS 1 COUNT",1,5,"line+carts",25,"note:single_sibling",2729
"4-single-sibling","085001975286","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GRAPE MESH COIL BOX 1 COUNT",1,10,"prefix11",16.2,"note:single_sibling",2692
"4-single-sibling","081821401009","GREEN SMOKE","GREEN SMOKE E-CGCM RL-TB RFL","GREEN SMOKE E-CGCM RL-TB RFL",3,3,"prefix8+carts",24,"note:single_sibling",2603
"4-single-sibling","036586037581","VAPIN PLUS","VPLS E-CG LIQUID RICH TOB","VPLS E-CG LIQUID RICH TOB",1,14.9937645,"prefix11",24,"note:single_sibling",2440
"4-single-sibling","085001975288","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRUIT SHAKE 750 PUFFS BOX 1 COUNT",1,10,"prefix11",16.2,"note:single_sibling",2437
"4-single-sibling","002590017517","E SWISHER","E SWISHER E-CG","E SWISHER E-CG",1,1,"prefix11",18,"note:single_sibling",2076
"4-single-sibling","081649401440","NICOTEK","NBL-NCL E-CG LIQUID TOB","NBL-NCL E-CG LIQUID TOB",1,9.995843,"prefix11",16,"note:single_sibling",1459
"4-single-sibling","078779031501","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT BOX 1 COUNT",1,1.3,"prefix10",115.4,"note:single_sibling",1427
"4-single-sibling","036586038130","21ST CENTURY SMOKE","21SCS E-CG MN","21SCS E-CG MN",1,0.9,"prefix11",16,"note:single_sibling",1074
"4-single-sibling","081649401441","NICOTEK","NL-NBL E-CG LIQUID MN","NL-NBL E-CG LIQUID MN",1,9.995843,"prefix11",16,"note:single_sibling",1013
"4-single-sibling","081649401442","NICOTEK","NL-NBL E-CG LIQUID CHERRY","NL-NBL E-CG LIQUID CHERRY",1,9.995843,"prefix11",16,"note:single_sibling",935
