year,upc12,brand,descr,num_cart,mL_per_cart,cap_total_mL,label_mg_per_mL,deliv_new,deliv_old,mL,mL_share
2019,084920500173,VUSE,VUSE E-CGC CHAI,2,0.5,1,48,32.6,32.6,35445,0.02
2019,081991301522,JUUL,ELCT CGRTT CARTRIDGE,2,NA,1.4,NA,34,34,34433,0.02
2019,081068701541,NJOY,NJOY E-CG MN KING,5,1,5,45,30.6,30.6,33400,0.02
2019,088796900990,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,31080,0.02
2019,088886130209,UNKNOWN,ELCT CGRTT LIQUID POD,1,NA,3,NA,4.9,4.9,30378,0.02
2019,081536802027,NJOY,NJOY E-CG TANK ICED FRUIT,1,NA,1,NA,30.6,30.6,27807,0.02
2019,081713502370,UNKNOWN,ELCT CGRTT LIQUID CARTRIDGE,1,NA,5,NA,2.9,2.9,27168.701274000003,0.02
2019,081991301520,JUUL,ELCT CGRTT CARTRIDGE,2,NA,1.4,NA,34,34,27059.199999999997,0.02
2019,081505802236,LOGIC,LOGIC POWER ECGL CRG CHERRY,1,NA,2.4,NA,18.4,18.4,26774.4,0.02
2020,081991301259,JUUL,JUUL E-CGC CM,4,0.7,2.8,50,34,34,26521947.2,17.14
2020,081068701493,NJOY,ELCT CGRTT LIQUID POD,2,1.9,3.8,50,34,34,23608989.599999998,15.26
2020,084920501625,VUSE,ELCT VAPOR CGRTT CARTRIDGE,2,1.8,3.6,50,34,34,16744035.600000001,10.82
2020,081991301142,JUUL,JUUL E-CGC TABAAC,4,0.7,2.8,50,34,34,11254129.600000005,7.27
2020,081068701491,NJOY,ELCT CGRTT CARTRIDGE,2,1.9,3.8,50,34,34,9665562.200000003,6.25
2020,084920501991,VUSE,NA,2,1.8,3.6,24,16.3,12.2,6618617.999999996,4.28
2020,084004820296,JUUL,NA,4,0.7,2.8,30,20.4,20.4,4525628.799999998,2.92
2020,084920501934,VUSE,ELCT CGRTT LIQUID POD,2,1.8,3.6,50,34,34,4068849.5999999987,2.63
2020,084920501622,UNKNOWN,NA,NA,1.8,3.6,50,34,34,3716272.799999998,2.4
2020,081991301515,JUUL,ELCT CGRTT CARTRIDGE,2,0.7,1.4,50,34,34,3497705.400000001,2.26
2020,084920501967,VUSE,NA,2,1.8,3.6,18,12.2,12.2,3377566.799999999,2.18
2020,081991301174,JUUL,ELCT CGRTT CARTRIDGE,4,0.7,2.8,30,20.4,20.4,3006250.799999997,1.94
2020,081068701495,NJOY,ELCT CGRTT CARTRIDGE,2,1.9,3.8,50,34,34,2582434.4,1.67
2020,084920501628,VUSE,ELCT VAPOR CGRTT CARTRIDGE,2,1.8,3.6,50,34,34,1988686.8000000021,1.29
2020,088796901034,BLU,ELCT CGRTT LIQUID POD,2,1.5,3,24,16.3,16.3,1698669,1.1
2020,084920501946,VUSE,ELCT CGRTT LIQUID POD,2,1.8,3.6,24,16.3,16.3,1544587.200000001,1
2020,084920501529,VUSE,VS VB E-CG TANK OGN,2,1.9,3.8,30,20.4,20.4,1516834.5999999999,0.98
2020,084920501976,VUSE,ELCT CGRTT LIQUID POD,2,1.8,3.6,18,12.2,12.2,1507413.600000001,0.97
2020,081991301268,JUUL,ELCT CGRTT CARTRIDGE,4,0.7,2.8,50,34,34,1334037.6,0.86
2020,081991301519,JUUL,ELCT CGRTT CARTRIDGE,2,0.7,1.4,50,34,34,1232435.3999999987,0.8
2020,081068701497,NJOY,ELCT CGRTT CARTRIDGE,2,1.9,3.8,50,34,34,1228334.8,0.79
2020,084920501790,VUSE,ELCT VAPOR CGRTT CARTRIDGE,2,1.8,3.6,24,16.3,16.3,1098158.4000000006,0.71
2020,081505802243,LOGIC,LP ECGLC TOB,2,1.5,3,13.3,9.1,9.1,988911,0.64
2020,084920501541,VUSE,ELCT CGRTT VAPOR TANK,2,1.9,3.8,30,20.4,20.4,966165.2000000003,0.62
2020,081536802142,NJOY,NJOY E-CG RICH TOB,1,1,1,60,40.8,40.8,847221,0.55
2020,084920501796,VUSE,ELCT VAPOR CGRTT CARTRIDGE,2,1.8,3.6,50,34,34,818024.4000000001,0.53
2020,081505802234,LOGIC,LOGIC POWER ECLE TOB,2,1.2,2.4,27,18.4,18.4,814099.2,0.53
2020,081991301543,UNKNOWN,NA,NA,NA,1.4,NA,34,34,803846.3999999996,0.52
2020,084920501631,VUSE,ELCT VAPOR CGRTT CARTRIDGE,2,1.8,3.6,50,34,34,783050.4,0.51
2020,084920501634,VUSE,ELCT VAPOR CGRTT CARTRIDGE,2,1.8,3.6,50,34,34,740869.2000000001,0.48
2020,081991301269,JUUL,NA,NA,NA,2.8,NA,27.2,27.2,706666.8000000003,0.46
2020,084920501970,VUSE,ELCT CGRTT LIQUID POD,2,1.8,3.6,18,12.2,12.2,576428.3999999999,0.37
2020,081536802148,NJOY,ELCT CGRTT,1,1,1,60,40.8,40.8,566219,0.37
2020,081068702088,NJOY,NJOY E-CG C-M,1,1,1,45,30.6,30.6,553886,0.36
2020,084920500058,VUSE,VUSE E-CGC OGN,2,0.5,1,48,32.6,32.6,498424,0.32
2020,084920501512,VUSE,VUSE CIRO E-CGC OGN,3,0.9,2.7,15,10.2,10.2,490403.7,0.32
2020,081505802244,LOGIC,LP ECGLC MN,2,1.5,3,13.3,9.1,9.1,477942,0.31
2020,081991301512,JUUL,ELCT CGRTT CARTRIDGE,2,0.7,1.4,50,34,34,474530.0000000003,0.31
2020,088796901078,BLU,ELCT CGRTT LIQUID POD,2,1.5,3,36,24.5,24.5,451176,0.29
2020,088796901056,BLU,ELCT CGRTT LIQUID POD,2,NA,3,NA,24.5,24.5,444123,0.29
2020,081068702086,NJOY,NJOY E-CG RICH TOB,1,1,1,45,30.6,30.6,431651,0.28
2020,081991301498,JUUL,ELCT CGRTT CARTRIDGE,2,0.7,1.4,30,20.4,20.4,401805.6000000003,0.26
2020,084920501793,UNKNOWN,NA,NA,NA,3.6,NA,16.3,16.3,334904.39999999997,0.22
2020,084920502165,UNKNOWN,NA,NA,NA,1.8,NA,16.3,16.3,328539.6,0.21
2020,081991301140,JUUL,JUUL E-CGC MIINT,4,0.7,2.8,50,34,34,319866.39999999997,0.21
2020,085809900349,BLU,BL-EGS E-CG C-C,1,1,1,24,16.3,16.3,316996,0.2
2020,084920501514,VUSE,VUSE CIRO E-CGC MN,3,0.9,2.7,15,10.2,10.2,310313.70000000007,0.2
2020,081505802235,LOGIC,LOGIC POWER ECLE MN,2,1.2,2.4,27,18.4,18.4,307716,0.2
2020,088796900996,BLU,ELCT CGRTT LIQUID POD,2,1.5,3,40,27.2,27.2,306210,0.2
2020,084920501805,VUSE,ELCT CGRTT LIQUID POD,1,NA,1.8,NA,21.8,21.8,290791.8,0.19
2020,085965400201,BLU,BL-EGS E-CG CT,1,1,1,24,16.3,16.3,283716,0.18
2020,088796901108,UNKNOWN,NA,NA,NA,3,NA,16.9,16.9,266154,0.17
2020,081990502849,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,7.7,7.7,255221.30000000002,0.16
2020,088886130206,LEAP,ELCT CGRTT LIQUID POD,1,NA,3,NA,4.9,4.9,247131,0.16
2020,081068702090,NJOY,NJOY E-CG BPBB,1,1,1,45,30.6,30.6,244529,0.16
2020,081990502787,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,7.7,7.7,243291.2,0.16
2020,085965400200,BLU,BL-EGS E-CG M-M,1,1,1,24,16.3,16.3,231864,0.15
2020,084920500061,VUSE,VUSE E-CGC MN,2,0.5,1,48,32.6,32.6,226267,0.15
2020,081991301177,JUUL,ELCT CGRTT CARTRIDGE,4,0.7,2.8,30,20.4,20.4,225671.59999999998,0.15
2020,088796900722,BLU,BL-EGS E-CG GLACIER MINT,1,1,1,24,16.3,16.3,219675,0.14
2020,088886130210,LEAP,ELCT CGRTT LIQUID POD,1,NA,3,NA,4.9,4.9,200088,0.13
2020,084920502213,VUSE,ELCT CGRTT LIQUID POD,1,1.8,1.8,50,34,34,174711.59999999998,0.11
2020,081536802033,NJOY,NJOY E-CG WM,1,1,1,45,30.6,30.6,166224,0.11
2020,081991301499,JUUL,ELCT CGRTT CARTRIDGE,2,0.7,1.4,30,20.4,20.4,145801.59999999998,0.09
2020,081068701485,NJOY,ELCT CGRTT CARTRIDGE,1,NA,3.8,NA,4.3,4.3,137332,0.09
2020,088796900529,BLU,BL-EGS E-CG VV,1,1,1,24,16.3,16.3,130783,0.08
2020,084920501664,VUSE,ELCT CGRTT CARTRIDGE,2,0.5,1,96,65.3,65.3,130257,0.08
2020,084920500780,VUSE,VS VB E-CG TANK OGN,2,2,4,30,20.4,20.4,124408,0.08
2020,084920501667,VUSE,ELCT CGRTT CARTRIDGE,2,NA,1,NA,65.3,65.3,112757,0.07
2020,088886130602,UNKNOWN,ELCT CGRTT,1,NA,1.25,NA,11.8,11.8,97143.75,0.06
2020,084920501811,UNKNOWN,NA,NA,NA,1.8,NA,34,34,96890.4,0.06
2020,084920501808,UNKNOWN,NA,NA,NA,1.8,NA,34,34,93781.79999999999,0.06
2020,088796901070,BLU,ELCT CGRTT LIQUID POD,2,NA,3,NA,24.5,24.5,82509,0.05
2020,081990502850,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,17.9,17.9,76140.59999999999,0.05
2020,084920502210,VUSE,ELCT CGRTT LIQUID POD,1,1.8,1.8,24,16.3,16.3,74766.6,0.05
2020,084920501859,UNKNOWN,NA,NA,NA,1.8,NA,34,34,74032.20000000001,0.05
2020,084920501712,VUSE,NA,NA,NA,1.9,NA,20.4,20.4,73349.49999999999,0.05
2020,088796900998,BLU,ELCT CGRTT LIQUID POD,2,NA,3,NA,27.2,27.2,72474,0.05
2020,084920501814,UNKNOWN,NA,NA,NA,1.8,NA,34,34,71490.6,0.05
2020,081991301517,JUUL,ELCT CGRTT LIQUID POD,2,0.7,1.4,50,34,34,71220.79999999999,0.05
2020,081990502834,UNKNOWN,NA,NA,NA,1.3,NA,43.2,43.2,69352.40000000001,0.04
2020,081536802021,NJOY,NJOY E-CG TROPICAL TWIST,1,1,1,45,30.6,30.6,68472,0.04
2020,084920501532,VUSE,NA,NA,NA,3.8,NA,20.4,20.4,68327.8,0.04
2020,088796901082,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,67176,0.04
2020,081991301521,JUUL,ELCT CGRTT CARTRIDGE,2,0.7,1.4,50,34,34,66911.59999999999,0.04
2020,081990502867,UNKNOWN,NA,NA,NA,1.3,NA,43.2,43.2,66121.90000000001,0.04
2020,088886130603,UNKNOWN,NA,NA,NA,1.5,NA,65.3,65.3,54840,0.04
2020,085000134246,UNKNOWN,ELCT CGRTT LIQUID POD,1,NA,1.5,NA,22.7,22.7,53640,0.03
2020,081990502560,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,7.7,7.7,51989.7,0.03
2020,085000134231,UNKNOWN,ELCT CGRTT LIQUID POD,1,NA,1.5,NA,22.7,22.7,51423,0.03
2020,081990502793,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,7.7,7.7,50104.899999999994,0.03
2020,084920502222,VUSE,ELCT CGRTT LIQUID POD,1,1.8,1.8,50,34,34,49872.600000000006,0.03
2020,088796900994,BLU,ELCT CGRTT LIQUID POD,2,NA,3,NA,27.2,27.2,45519,0.03
2020,081990502791,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,7.7,7.7,45341.6,0.03
2020,081505802232,LOGIC,LOGIC POWER ECGL CRG TOB,1,1.2,1.2,27,18.4,18.4,44323.19999999999,0.03
2020,081991301288,JUUL,ELCT CGRTT LIQUID POD,4,NA,2.8,NA,20.4,20.4,43758.4,0.03
2020,088796901000,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,42366,0.03
2020,088796901080,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,41253,0.03
2020,084920501535,VUSE,NA,NA,NA,3.8,NA,20.4,20.4,39979.799999999996,0.03
2020,088796901002,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,38136,0.02
2020,088796901040,BLU,ELCT CGRTT LIQUID POD,2,NA,3,NA,16.3,16.3,38043,0.02
2020,088796901004,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,37863,0.02
2020,081505802252,LOGIC,LP ECGLC BERRY MINT,2,NA,3,NA,8.2,8.2,34200,0.02
2020,088796900488,BLU,BL-EGS E-CG TANK CT,3,1,3,24,16.3,16.3,32745,0.02
2020,081505802265,LOGIC,ELCT CGRTT LIQUID CAPSULE,1,NA,3,NA,4.9,4.9,32181,0.02
2020,081505802263,LOGIC,ELCT CGRTT LIQUID CAPSULE,1,NA,3,NA,4.9,4.9,31809,0.02
2020,084920500057,VUSE,VUSE E-CGC OGN,10,0.5,5,48,32.6,32.6,31370,0.02
2020,084920500134,VUSE,VUSE DVC OGN/ECC,1,0.5,0.5,48,32.6,32.6,28728.5,0.02
2020,084920501538,VUSE,ELCT CGRTT TANK,2,NA,3.8,NA,20.4,20.4,28218.8,0.02
2020,088796900490,BLU,BL-EGS E-CG TANK M-M,3,1,3,24,16.3,16.3,27894,0.02
2020,084920501544,VUSE,NA,NA,NA,3.8,NA,20.4,20.4,27071.2,0.02
2020,084920501510,VUSE,VUSE CIRO EVC CRG OGN,1,0.9,0.9,15,10.2,10.2,25347.600000000006,0.02
2020,088796901124,BLU,ELCT CGRTT LIQUID POD,1,NA,3,NA,6.5,6.5,25113,0.02
2020,081990502556,GLAS,ELCT CGRTT LIQUID POD,1,NA,1.9,NA,7.7,7.7,24848.199999999997,0.02
2020,081505802233,LOGIC,LOGIC POWER ECLE MN,1,NA,2.4,NA,9.2,9.2,24448.8,0.02
2020,088886130600,UNKNOWN,ELCT CGRTT,1,NA,1.25,NA,11.8,11.8,23956.25,0.02
2020,081536802177,UNKNOWN,NA,NA,NA,1,NA,40.8,40.8,23772,0.02
2021,081991301259,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE CLASSIC MENTHOL LIMITED EDITION WHILE SUPPLIES BOX 4 COUNT,4,0.7,2.8,50,34,34,24708986.4,13.76
2021,084920502345,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT MENTHOL 1 COUNT,4,1.8,7.2,50,34,8.5,24229684.8,13.49
2021,081068701493,NJOY,NJOY POD CLASSIC TOB 5%,2,1.9,3.8,50,34,34,16775730.800000006,9.34
2021,084920501625,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR CIGARETTE CAR MENTHOL BOTTLE IN WRAP 2 COUNT,2,1.8,3.6,50,34,34,15107972.400000004,8.41
2021,081991301142,JUUL,JUUL E-CGC TABAAC,4,0.7,2.8,50,34,34,13101270.000000006,7.29
2021,081068701491,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE CLASSIC TOBACCO BOX 2 COUNT,2,1.9,3.8,50,34,34,8326632.200000002,4.64
2021,084920502342,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT MENTHOL 1 COUNT,4,1.8,7.2,24,16.3,4.1,6567098.3999999985,3.66
2021,084920502354,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT GOLD 1 COUNT,4,1.8,7.2,50,34,8.5,5662706.399999999,3.15
2021,084920501967,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL ORIGINALS BOX 2 COUNT,2,1.8,3.6,18,12.2,12.2,4380829.199999998,2.44
2021,084920501991,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL ORIGINALS BOX 2 COUNT,2,1.8,3.6,24,16.3,12.2,4112841.5999999978,2.29
2021,084004820296,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL THE ALTERNATIVE FOR ADULT SMOK BOX 4 COUNT,4,0.7,2.8,30,20.4,20.4,3820874.399999997,2.13
2021,081991301174,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE VIRGINIA TOBACCO THE ALTERNATIVE FOR ADULT SMOK BOX 4 COUNT,4,0.7,2.8,30,20.4,20.4,3804721.199999997,2.12
2021,084920502351,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT GOLD 1 COUNT,4,1.8,7.2,24,16.3,4.1,3118032.000000003,1.74
2021,084920501934,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO ORIGINALS BOX 5 COUNT,2,1.8,3.6,50,34,34,2906546.3999999985,1.62
2021,081991301515,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE MENTHOL THE ALTERNATIVE FOR ADULT SMOK BOX 2 COUNT,2,0.7,1.4,50,34,34,2723932.4,1.52
2021,084920501976,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT RICH TOBACCO 1 COUNT,2,1.8,3.6,18,12.2,12.2,2111799.6000000015,1.18
2021,084920502213,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT MENTHOL 1 COUNT,1,1.8,1.8,50,34,34,2071261.7999999986,1.15
2021,088796901034,BLU,MY BLU ANTISMOKING KIT GOLD LEAF 1 COUNT,2,1.5,3,24,16.3,16.3,2052651,1.14
2021,084920501628,VUSE,VUSE ALTO RICH TOB 5CT,2,1.8,3.6,50,34,34,1766354.4000000015,0.98
2021,084920501946,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO ORIGINALS BOX 5 COUNT,2,1.8,3.6,24,16.3,16.3,1637334.0000000019,0.91
2021,081991301519,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE VIRGINIA TOBACCO THE ALTERNATIVE FOR ADULT SMOK BOX 2 COUNT,2,0.7,1.4,50,34,34,1242364.1999999988,0.69
2021,081505802234,LOGIC,LOGIC POWER ECLE TOB,2,1.2,2.4,27,18.4,18.4,959695.2,0.53
2021,081505802243,LOGIC,LP ECGLC TOB,2,1.5,3,20,13.6,13.6,946602,0.53
2021,081068701485,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE MENTHOL BOX 2 COUNT,2,1.9,3.8,12.6,8.6,8.6,885996.6000000001,0.49
2021,081536802142,NJOY,NJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE RICH TOBACCO DAILY EXTRA BOX 1 COUNT,1,1,1,60,40.8,40.8,859630,0.48
2021,084920501790,VUSE,VUSE ALTO RICH TOB POD 2.4%,2,1.8,3.6,24,16.3,16.3,845802.0000000002,0.47
2021,084920501529,VUSE,VS VB E-CG TANK OGN,2,1.9,3.8,30,20.4,20.4,764157.2000000001,0.43
2021,084920502210,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT MENTHOL 1 COUNT,1,1.8,1.8,24,16.3,16.3,662445.0000000007,0.37
2021,081536802148,NJOY,NJOY SMOKING ALTERNATIVE PRODUCT 1 COUNT,1,1,1,60,40.8,40.8,640698,0.36
2021,084920501970,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT RICH TOBACCO 1 COUNT,2,1.8,3.6,18,12.2,12.2,626817.6,0.35
2021,006035412587,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,616148.4,0.34
2021,081068702086,NJOY,NJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE RICH TOBACCO QUICK AND STRONG BOX 1 COUNT,1,1,1,45,30.6,30.6,605190,0.34
2021,006035412578,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT STICK STRAWBERRY MANGO BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,592347.0000000001,0.33
2021,088796901056,BLU,MY BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MAGNIFICENT MENTHOL BOX 2 COUNT,2,1.5,3,16,10.9,10.9,592341,0.33
2021,006035412577,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY MANGO BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,553376.6000000001,0.31
2021,081068702088,NJOY,NJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE COOL MENTHOL QUICK AND STRONG BOX 1 COUNT,1,1,1,45,30.6,30.6,521388,0.29
2021,006035412585,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPE ICE BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,516296.2000000002,0.29
2021,084920502222,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT 1 COUNT,1,1.8,1.8,50,34,34,501624.00000000035,0.28
2021,081991301498,JUUL,JUUL VIRG TOBACCO 3% 8/2CT,2,0.35,1.4,60,40.8,20.4,491414.0000000004,0.27
2021,006035412581,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,483463.40000000014,0.27
2021,006035412576,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,458943.80000000016,0.26
2021,006035412580,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINK LEMONADE BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,447407.80000000016,0.25
2021,006035412612,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICED BANANA BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,442845.2000000002,0.25
2021,072153501250,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK BLAZING VIBE CLASS A NICOTINE BOX 2 COUNT,1,NA,2.8,NA,36.4,36.4,407607.2,0.23
2021,084920501541,VUSE,VUSE VIBE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE VAPOR TAN MENTHOL BOX 2 COUNT,2,2,4,30,20.4,21.5,386584,0.22
2021,088796900996,BLU,MY BLU ANTISMOKING KIT TOBACCO CHILL 1 COUNT,2,1.5,3,40,27.2,27.2,383361,0.21
2021,072153501246,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK JUNGLE JUICE CLASS A NICOTINE BOX 2 COUNT,2,NA,2.8,NA,22.1,22.1,351562.39999999997,0.2
2021,081002599321,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ORANGE ICE BOX 1 COUNT,1,5.1,5.1,NA,17,17,312446.39999999997,0.17
2021,081505802244,LOGIC,LP ECGLC MN,2,1.5,3,20,13.6,13.6,287049,0.16
2021,072153501249,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT LUSH IC BOX 1 COUNT,1,NA,1.4,NA,72.9,72.9,266497.00000000006,0.15
2021,072153501247,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK JUNGLE JUICE CLASS A NICOTINE BOX 2 COUNT,2,NA,1.4,NA,44.2,44.2,265587.00000000006,0.15
2021,072153501203,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT TOBACCO LEAF 500 PUFFS BOX 1 COUNT,1,NA,1.4,NA,72.9,72.9,261538.20000000004,0.15
2021,081002599296,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GUAVA ICE BOX 1 COUNT,1,NA,5.1,NA,20,20,259742.99999999997,0.14
2021,088796901078,BLU,MY BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO INTENSE BOX 2 COUNT,2,1.5,3,36,24.5,24.5,251178,0.14
2021,072153501252,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT KICK START BOX 1 COUNT,1,NA,1.4,NA,72.9,72.9,246765.40000000005,0.14
2021,081505802235,LOGIC,LOGIC POWER SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID CR MENTHOL BOX 2 COUNT,2,1.2,2.4,27,18.4,18.4,243379.19999999998,0.14
2021,085965400201,BLU,BLU ECIGS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CLASSIC TOBACCO BOX 1 COUNT,1,1,1,24,16.3,16.3,240823,0.13
2021,072153501248,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT DRAGON VENOM BOX 1 COUNT,1,NA,1.4,NA,72.9,72.9,238173.60000000003,0.13
2021,081990502787,GLAS,GLAS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLD BOX 2 COUNT,2,0.65,1.3,50,34,34,232025.29999999993,0.13
2021,084920502219,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO ORIGINALS BOX IN WRAP 1 COUNT,1,1.8,1.8,24,16.3,16.3,227500.19999999987,0.13
2021,081002599298,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE BOX 1 COUNT,1,5.1,5.1,NA,17,17,224787.59999999998,0.13
2021,081990502849,GLAS,GLAS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRESH MENTHOL BOX 2 COUNT,2,0.65,1.3,50,34,34,212015.69999999995,0.12
2021,084920500058,VUSE,VUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE ORIGINAL BOX 2 COUNT,2,0.5,1,48,32.6,32.6,202848,0.11
2021,088886130206,LEAP,LEAP SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CAROLINA PREFILLED BOX 2 COUNT,2,1.5,3,48,32.6,32.6,201867,0.11
2021,085001975203,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT,1,NA,12,NA,8.5,8.5,201240,0.11
2021,081068701483,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE CLASSIC TOBACCO BOX 2 COUNT,2,1.9,3.8,12.6,8.6,8.6,197941.99999999997,0.11
2021,088796900722,BLU,BLU ECIGS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE GLACIER MINT BOX 1 COUNT,1,1,1,24,16.3,16.3,197155,0.11
2021,085001975200,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT,1,NA,12,NA,8.5,8.5,185304,0.1
2021,072153501245,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT FRUITY MANGO BOX 1 COUNT,1,NA,1.4,NA,72.9,72.9,181825,0.1
