year,upc12,brand,descr,num_cart,mL_per_cart,cap_total_mL,label_mg_per_mL,deliv_new,deliv_old,mL,mL_share
2014,081649401040,NICOTEK,NICOTEK METRO E-CG MN VO,1,1,1,18,12.2,12.2,13493,0.06
2014,081068701690,NJOY,NJOY E-CGCM VANILLA BEAN RFL,2,NA,2,NA,20.4,20.4,13368,0.06
2014,084934900233,V2 CIGS,V2 CIGS E-CGC MN 18,5,1,5,18,12.2,12.2,12745,0.06
2014,085570400701,MISTIC,MISTIC E-CG,1,1,1,24,16.3,16.3,12706,0.06
2014,081649401001,NICOTEK,NICOTEK METRO E-CG VO,2,1,2,18,12.2,12.2,12108,0.05
2014,088796900493,BLU,BL-EGS E-CG TANK C-C,3,1,3,24,16.3,16.3,11925,0.05
2014,084920500137,VUSE,VUSE DVC MN/ECC,1,0.5,0.5,48,32.6,32.6,11756,0.05
2014,088796900488,BLU,BL-EGS E-CG TANK CT,3,1,3,24,16.3,16.3,11487,0.05
2014,009710000114,MARKTEN,MARKTEN E-CG/ECC,1,NA,1.6,NA,23.8,23.8,11025.6,0.05
2014,085570400852,MISTIC,HAUS E-CG LIQUID WM,1,10,10,18,12.2,12.2,10310,0.05
2014,088796900490,BLU,BL-EGS E-CG TANK M-M,3,1,3,24,16.3,16.3,10113,0.05
2014,085570400420,MISTIC,MISTIC E-CG MN,1,NA,7.5,NA,1.6,1.6,10057.5,0.05
2014,085570400861,MISTIC,MISTIC ECGT RFL,1,NA,10,NA,1.5,1.5,9540,0.04
2014,081068701692,NJOY,NJOY E-CGCM POMEGRANATE RFL,2,NA,2,NA,20.4,20.4,9372,0.04
2014,081649401003,NICOTEK,NICOTEK METRO E-CG MN VO,2,1,2,18,12.2,12.2,9228,0.04
2014,085570400401,NEO,NEO SOLO E-CG,1,NA,7.5,NA,2,2,9165,0.04
2014,081068701817,NJOY,NJOY E-CG TANK,1,1,1,NA,20.4,20.4,8480,0.04
2014,009710000107,MARKTEN,MARKTEN E-CGC,4,NA,1.6,NA,41.6,41.6,8302.400000000001,0.04
2014,085438400413,LOGIC,LOGIC E-CG REGULAR MN,1,NA,7.25,NA,2.3,2.3,7975,0.04
2014,081649401002,NICOTEK,NICOTEK METRO E-CG VO RFL,2,1,2,12,8.2,8.2,7676,0.03
2014,085570400402,NEO,NEO SOLO E-CG,1,NA,7.5,NA,2,2,7350,0.03
2014,081821401007,GREEN SMOKE,GREEN SMOKE E-CGCM A-T RFL,3,NA,3,NA,16.3,16.3,7335,0.03
2014,009710000116,MARKTEN,MARKTEN E-CG MN/ECC,1,NA,1.6,NA,23.8,23.8,6435.200000000001,0.03
2014,085570400827,MISTIC,HAUS E-CG LIQUID APPLE,1,10,10,24,16.3,16.3,6360,0.03
2014,085570400850,MISTIC,HAUS E-CG LIQUID VANILLA,1,10,10,24,16.3,16.3,6110,0.03
2014,081821401133,GREEN SMOKE,GREEN SMOKE E-CGCM A-T RFL,3,NA,3,NA,16.3,16.3,5637,0.03
2014,084934900218,V2 CIGS,V2 CIGS E-CG RT OF,1,1,1,18,12.2,12.2,5616,0.03
2014,081764101553,KRAVE,KRAVE E-CG,2,NA,4,NA,9.7,9.7,5404,0.02
2014,085962600210,FINITI,FIN E-CG NO,1,1.75,1.75,16,10.9,10.9,5400.5,0.02
2014,085570400851,MISTIC,HAUS E-CG LIQUID PINEAPPLE,1,10,10,24,16.3,16.3,5320,0.02
2014,009710000109,MARKTEN,MARKTEN E-CGC MN,4,NA,1.6,NA,41.6,41.6,5169.6,0.02
2014,084920500050,VUSE,VUSE DVC OGN/BT&ECCR,1,NA,0.5,NA,63.6,63.6,4869.5,0.02
2014,081649401298,NICOTEK,NTK MR CK SK E-CG MN,1,NA,10,NA,1.5,1.5,4857.979698,0.02
2014,081068701239,NJOY,NJOY E-CGC NO RFL,5,1,5,18,12.2,12.2,4790,0.02
2014,060946510702,GREEN SMART LIVING,GS-L E-CGAC REGULAR RFL,5,1,5,18,12.2,12.2,4660,0.02
2014,085965400217,BLU,BL-EGS E-CGCM CT RFL,5,NA,5,NA,16.3,16.3,4625,0.02
2014,081679601414,V2 CIGS,V2 CIGS E-CG RT,1,NA,1,NA,14.7,14.7,4435,0.02
2014,081068701329,NJOY,NJOY E-CG MN NO,1,NA,10,NA,2.4,2.4,4390,0.02
2014,085962600215,FINITI,FIN E-CG CMT NO,1,1.75,1.75,16,10.9,10.9,4012.75,0.02
2014,081649401297,NICOTEK,NTK MR CK SK E-CG,1,NA,10,NA,1.5,1.5,3948.357985,0.02
2014,085965400255,BLU,BL-EGS E-CG CT 12P,12,1,12,24,16.3,16.3,3936,0.02
2014,081679601272,V2 CIGS,V2 CIGS E-CG MN OF,1,NA,1,NA,14.7,14.7,3843,0.02
2015,085570400805,MISTIC,HAUS E-CG LIQUID COOL ICE,1,10,10,24,16.3,16.3,1131570,4.41
2015,085965400201,BLU,BL-EGS E-CG CT,1,1,1,24,16.3,16.3,903253,3.52
2015,085570400804,MISTIC,HAUS E-CG LIQUID,1,10,10,24,16.3,16.3,812990,3.17
2015,036586038153,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,3,0.9,2.7,16,10.9,10.9,780057,3.04
2015,085570400806,UNKNOWN,NA,NA,10,10,24,16.3,16.3,750640,2.93
2015,085570400807,UNKNOWN,NA,NA,10,10,24,16.3,16.3,731630,2.85
2015,084866603273,FINITI,FIN E-CGCM TOB RFL,5,1,5,24,16.3,16.3,586650,2.29
2015,085438400403,LOGIC,LOGIC E-CGCM OGN,5,1.45,7.25,24,16.3,16.3,566536.75,2.21
2015,088796900496,BLU,BL-EGS E-CG TANK VV,3,1,3,24,16.3,16.3,546096,2.13
2015,088796900488,BLU,BL-EGS E-CG TANK CT,3,1,3,24,16.3,16.3,536823,2.09
2015,085965400208,BLU,BL-EGS E-CGCM CT,5,1,5,24,16.3,10.9,512185,2
2015,036586038150,21ST CENTURY SMOKE,21SCS E-CGAC MN,3,0.9,2.7,16,10.9,10.9,446048.10000000003,1.74
2015,085809900349,BLU,BL-EGS E-CG C-C,1,1,1,24,16.3,16.3,442106,1.72
2015,085438400401,LOGIC,LOGIC E-CGCM OGN,5,1.45,7.25,18,12.2,12.2,431172,1.68
2015,085438400415,LOGIC,LOGIC E-CG TOB,1,NA,7.25,NA,2.1,2.1,410944.5,1.6
2015,088796900493,BLU,BL-EGS E-CG TANK C-C,3,1,3,24,16.3,16.3,392166,1.53
2015,085570400801,MISTIC,HAUS E-CG LIQUID W-R,1,10,10,24,16.3,16.3,386750,1.51
2015,088796900490,BLU,BL-EGS E-CG TANK M-M,3,1,3,24,16.3,16.3,382281,1.49
2015,036586037172,VAPIN PLUS,VPLS E-CG LIQUID STBRY,1,NA,14.99,NA,1,1,379552.15455299994,1.48
2015,084866603270,FINITI,FIN E-CGCM RFL,5,1,5,16,10.9,10.9,363990,1.42
2015,085965400200,BLU,BL-EGS E-CG M-M,1,1,1,24,16.3,16.3,363036,1.41
2015,084866603275,FINITI,FIN E-CGCM CMT RFL,5,1,5,16,10.9,10.9,361205,1.41
2015,081068701775,NJOY,NJOY E-CG LIQUID MN,1,NA,10,NA,6.8,6.8,360990,1.41
2015,084920500058,VUSE,VUSE E-CGC OGN,2,0.5,1,48,32.6,32.6,360252,1.4
2015,085438400404,LOGIC,LOGIC E-CGCM MN,5,1.45,7.25,24,16.3,16.3,345694.5,1.35
2015,081068701539,NJOY,NJOY E-CG KING,5,1,5,45,30.6,30.6,339635,1.32
2015,081068701771,NJOY,NJOY E-CG LIQUID CT,1,10,10,15,10.2,10.2,324500,1.26
2015,085438400402,LOGIC,LOGIC E-CGCM REGULAR MN,5,1.45,7.25,18,12.2,12.2,313772.75,1.22
2015,085570400840,MISTIC,HAUS E-CG LIQUID BERRY,1,10,10,24,16.3,16.3,304170,1.19
2015,084866604601,FINITI,FIN ECGVT BOLD TOB,2,2.4,4.8,24,16.3,16.3,294767.99999999994,1.15
2015,085570400846,MISTIC,HAUS E-CG LIQUID MANGO,1,10,10,18,12.2,12.2,293190,1.14
2015,085570400841,MISTIC,HAUS E-CG LIQUID GRAPE,1,10,10,24,16.3,16.3,271250,1.06
2015,085570400720,MISTIC,MISTIC E-CGC RFL,3,NA,5,NA,7.3,7.3,265925,1.04
2015,085570400852,MISTIC,HAUS E-CG LIQUID WM,1,10,10,18,12.2,12.2,263920,1.03
2015,085570400802,MISTIC,HAUS E-CG LIQUID JAVA,1,10,10,24,16.3,16.3,253220,0.99
2015,002012632803,MISTIC,MISTIC E-CGC MN RFL,5,1,5,18,12.2,12.2,253145,0.99
2015,085570400719,MISTIC,MISTIC E-CGC RFL,3,NA,5,NA,7.3,7.3,252245,0.98
2015,085410000328,BLU,BL-EGS E-CGCM VV RFL,5,1,5,16,10.9,10.9,248010,0.97
2015,009710000141,MARKTEN,MARKTEN EVCC MN,2,0.8,1.6,25,17,17,244505.59999999995,0.95
2015,002012632800,MISTIC,MISTIC E-CGC RFL,5,1,5,18,12.2,12.2,241590,0.94
2015,085965400209,BLU,BL-EGS E-CGCM M-M RFL,5,1,5,16,10.9,10.9,237095,0.92
2015,084866604602,FINITI,FIN ECGVT BOLD MN,2,2.4,4.8,24,16.3,16.3,236135.99999999994,0.92
2015,009710000139,MARKTEN,MARKTEN EVCC,2,0.8,1.6,25,17,17,232124.79999999996,0.9
2015,084920500061,VUSE,VUSE E-CGC MN,2,0.5,1,48,32.6,32.6,227841,0.89
2015,081649401004,NICOTEK,NICOTEK ECV&C,3,1,3,18,12.2,12.2,220749,0.86
2015,036586037169,VAPIN PLUS,VPLS E-CG LIQUID RICH TOB,1,NA,14.99,NA,1,1,207423.73809299996,0.81
2015,085438400414,LOGIC,LOGIC E-CG MN,2,NA,7.25,NA,3.6,3.6,205247.5,0.8
2015,085570400850,MISTIC,HAUS E-CG LIQUID VANILLA,1,10,10,24,16.3,16.3,203730,0.79
2015,085570400827,MISTIC,HAUS E-CG LIQUID APPLE,1,10,10,24,16.3,16.3,198160,0.77
2015,081068701783,NJOY,NJOY E-CG LIQUID POMEGRANATE,1,10,10,15,10.2,10.2,180520,0.7
2015,085570400861,MISTIC,MISTIC ECGT RFL,1,NA,10,NA,1.5,1.5,175690,0.68
2015,088796900513,BLU,BLECGS+ ECGT CT,2,1,2,24,16.3,16.3,174810,0.68
2015,085570400851,MISTIC,HAUS E-CG LIQUID PINEAPPLE,1,10,10,24,16.3,16.3,159980,0.62
2015,081068701688,NJOY,NJOY E-CGCM MN RFL,2,1,2,30,20.4,20.4,156664,0.61
2015,081068701684,NJOY,NJOY E-CGCM BOLD TOB RFL,2,1,2,45,30.6,30.6,150124,0.59
2015,085965400206,BLU,BL-EGS E-CGCM C-C RFL,5,1,5,16,10.9,10.9,147070,0.57
2015,081649401006,NICOTEK,NICOTEK ECV&C MN,3,1,3,18,12.2,12.2,146058,0.57
2015,081068701541,NJOY,NJOY E-CG MN KING,5,1,5,45,30.6,30.6,141305,0.55
2015,085570400803,MISTIC,HAUS E-CG LIQUID OCEAN MIST,1,10,10,24,16.3,16.3,140730,0.55
2015,036586037175,VAPIN PLUS,VPLS E-CG LIQUID VANILLA,1,NA,14.99,NA,1,1,130955.53914299999,0.51
2015,085405500433,BLU,BL-EGS E-CGC M-M,5,1,5,16,10.9,10.9,127480,0.5
2015,084866604600,FINITI,FIN ECGVT BOLD TOB,1,NA,4.8,NA,16.3,16.3,127329.59999999998,0.5
2015,081068701787,NJOY,NJOY E-CG LIQUID BLD-ORNGE,1,NA,10,NA,0.7,0.7,114230,0.45
2015,081764101801,KRAVE,KRAVE 1001 E-CG RFL,3,NA,6,NA,6.1,6.1,106218,0.41
2015,081068701791,NJOY,NJOY E-CG LIQUID VNLA-BN,1,NA,10,NA,6.8,6.8,94240,0.37
2015,081068701795,NJOY,NJOY E-CG LIQUID DBL-ESPRSO,1,NA,10,NA,6.8,6.8,92420,0.36
2015,084866604603,FINITI,FIN ECGVT VANILLA,2,NA,4.8,NA,16.3,16.3,90561.59999999999,0.35
2015,088796900510,BLU,BLECGS+ ECGT CT,3,1,3,24,16.3,16.3,89901,0.35
2015,081068701777,NJOY,NJOY E-CG LIQUID MN,1,10,10,10,6.8,6.8,89090,0.35
2015,085438400400,LOGIC,LOGIC E-CG AST 2'S,2,1.45,2.9,18,12.2,12.2,87405.99999999999,0.34
2015,085405500457,BLU,BL-EGS E-CGC AST 4'S,5,1,5,16,10.9,10.9,81885,0.32
2015,081068701967,NJOY,NJOY E-CG LIQUID B&BB,1,10,10,15,10.2,10.2,80230,0.31
2015,085570400838,MISTIC,MISTIC E-CGC RFL,1,NA,10,NA,16.3,16.3,76020,0.3
2015,085405500434,BLU,BL-EGS E-CGC M-M,5,1,5,16,10.9,10.9,75380,0.29
2015,081764101804,KRAVE,KRAVE 1001 E-CG MN RFL,3,NA,6,NA,6.1,6.1,75126,0.29
2015,081068701686,NJOY,NJOY E-CGCM GOLD TOB RFL,2,NA,2,NA,30.6,30.6,71882,0.28
2015,084866604606,FINITI,FIN ECGVT COFFEE,2,NA,4.8,NA,4.5,4.5,65572.8,0.26
2015,081068701773,NJOY,NJOY E-CG LIQUID CT,1,10,10,10,6.8,6.8,65550,0.26
2015,036586038219,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,6,0.9,5.4,16,10.9,10.9,64870.200000000004,0.25
2015,084866604605,FINITI,FIN ECGVT GRAPE,2,NA,4.8,NA,4.5,4.5,60244.8,0.23
2015,085570400769,MISTIC,HAUS E-CG LIQUID TPF,1,NA,30,NA,0.7,0.7,60060,0.23
2015,081068701470,NJOY,NJOY E-CG KING,1,1,1,45,30.6,30.6,59886,0.23
2015,081068701811,NJOY,NJOY E-CG LIQUID PEACH TEA,1,NA,5.53,NA,4.4,4.4,59304.49385500001,0.23
2015,081764101760,KRAVE,KRAVE 500 E-CG MN,1,NA,2,NA,7.3,7.3,59104,0.23
2015,085570400453,MISTIC,MISTIC E-CGC RFL,5,1,5,24,16.3,16.3,58090,0.23
2015,084866604604,FINITI,FIN ECGVT CHERRY,2,NA,4.8,NA,4.5,4.5,55924.8,0.22
2015,081649401005,NICOTEK,NICOTEK ECV&C,3,1,3,12,8.2,8.2,54465,0.21
2015,036586038216,21ST CENTURY SMOKE,21SCS E-CGAC MN,6,0.9,5.4,16,10.9,10.9,53665.200000000004,0.21
2015,084866601216,FINITI,FIN E-CG CMT,1,1.75,1.75,16,10.9,10.9,50727.25,0.2
2015,084866604612,FINITI,FIN E-CG CLMR,2,NA,4.8,NA,4.5,4.5,49065.6,0.19
2015,084866601211,FINITI,FIN E-CG,1,1.75,1.75,16,10.9,10.9,47458.25,0.18
2015,081649401348,NICOTEK,N-M-C E-CG,1,NA,10,NA,1.5,1.5,47350.308291,0.18
2015,036586037200,VAPIN PLUS,VAPIN PLUS ECTA,1,NA,2.31,NA,6.4,6.4,47244.198573,0.18
2015,085438400469,LOGIC,LP ECGLC PLATINUM TOB,5,NA,3,NA,21.5,21.5,46092,0.18
2015,081764101759,KRAVE,KRAVE 500 E-CG TOB RFL,1,NA,2,NA,7.3,7.3,44304,0.17
2015,009710000115,MARKTEN,MARKTEN E-CGC,2,0.8,1.6,35,23.8,23.8,44224,0.17
2015,081068701682,NJOY,NJOY E-CG AST 2'S/ECC&BT,2,1,2,27,18.4,18.4,43576,0.17
2015,081068701690,NJOY,NJOY E-CGCM VANILLA BEAN RFL,2,NA,2,NA,20.4,20.4,43552,0.17
2015,081068702086,NJOY,NJOY E-CG RICH TOB,1,1,1,45,30.6,30.6,41369,0.16
2015,002012631802,MISTIC,MISTIC E-CG,2,1,2,18,12.2,12.2,41324,0.16
2015,081068701817,NJOY,NJOY E-CG TANK,1,1,1,NA,20.4,20.4,41114,0.16
2015,085438400470,LOGIC,LP ECGLC PLATINUM MN,5,NA,3,NA,21.5,21.5,39495,0.15
2015,084866604614,FINITI,FIN ECGVT MN,2,NA,4.8,NA,4.5,4.5,38884.799999999996,0.15
2015,085438400412,LOGIC,LOGIC E-CG REGULAR TOB,1,NA,7.25,NA,2.1,2.1,37932,0.15
2015,085438400468,LOGIC,LP ECGLC BLACK TOB,5,NA,3,NA,21.5,21.5,37074,0.14
2015,002012631803,MISTIC,MISTIC E-CG MN,2,1,2,18,12.2,12.2,36688,0.14
2015,081068702088,NJOY,NJOY E-CG C-M,1,1,1,45,30.6,30.6,36518,0.14
2015,081068701472,NJOY,NJOY E-CG MN KING,1,1,1,45,30.6,30.6,35929,0.14
2015,084866601213,FINITI,FIN E-CG,1,1.75,1.75,24,16.3,16.3,33188.75,0.13
2015,084920500176,VUSE,VUSE E-CGC MINT,2,0.5,1,48,32.6,32.6,33184,0.13
2015,009710000117,MARKTEN,MARKTEN E-CGC MN,2,0.8,1.6,35,23.8,23.8,33078.4,0.13
2015,085570400775,MISTIC,HAUS E-CG LIQUID MN CITRUS,1,NA,30,NA,0.7,0.7,32550,0.13
2015,085962600271,FINITI,FINITI E-CGCM RFL,5,1,5,16,10.9,10.9,31310,0.12
2015,081068701692,NJOY,NJOY E-CGCM POMEGRANATE RFL,2,NA,2,NA,20.4,20.4,30976,0.12
2015,084920500134,VUSE,VUSE DVC OGN/ECC,1,0.5,0.5,48,32.6,32.6,30919,0.12
2015,085570400488,MISTIC,MISTIC E-CGC RFL,1,NA,7.5,NA,2,2,30480,0.12
2015,085438400471,LOGIC,LP ECGLC BLACK MN,5,NA,3,NA,21.5,21.5,30366,0.12
2015,036586037250,UNKNOWN,NA,NA,NA,2.31,NA,10.9,10.9,30335.845682999996,0.12
2015,085962600276,FINITI,FINITI E-CGCM C-M RFL,5,1,5,16,10.9,10.9,30300,0.12
2015,085570400702,MISTIC,MISTIC E-CG MN,1,NA,5,NA,3.3,3.3,30265,0.12
2015,084934900230,V2 CIGS,V2 CIGS E-CGC V2 RED 18,5,1,5,18,12.2,12.2,30065,0.12
2015,081068702090,NJOY,NJOY E-CG BPBB,1,1,1,45,30.6,30.6,29742,0.12
2015,081068701471,NJOY,NJOY E-CG KING,3,1,3,30,20.4,20.4,29286,0.11
2015,084920500170,VUSE,VUSE E-CGC CREMA,2,0.5,1,48,32.6,32.6,27439,0.11
2015,081068702130,NJOY,NJOY E-CG TANK CT,1,3,3,15,10.2,10.2,27324,0.11
2015,081068702132,NJOY,NJOY E-CG TANK MN,1,3,3,15,10.2,10.2,26502,0.1
2015,036586038143,21ST CENTURY SMOKE,21SCS E-CG REGULAR,2,0.9,1.8,16,10.9,10.9,26355.600000000002,0.1
2015,084866604607,UNKNOWN,NA,NA,NA,4.8,NA,16.3,16.3,25502.4,0.1
2015,084934900233,V2 CIGS,V2 CIGS E-CGC MN 18,5,1,5,18,12.2,12.2,24420,0.1
2015,085570400778,MISTIC,HAUS E-CG LIQUID C-CRH,1,NA,30,NA,0.7,0.7,24180,0.09
2015,085570400456,MISTIC,MISTIC E-CGC MN RFL,5,1,5,24,16.3,16.3,23600,0.09
2015,085962600273,FINITI,FINITI E-CGCM RFL,5,1,5,8,5.4,5.4,23190,0.09
2015,085962600201,FINITI,FINITI E-CG,1,1.75,1.75,16,10.9,10.9,23003.75,0.09
2015,084866602263,FINITI,FIN E-CG,1,NA,1,NA,10.9,10.9,22269,0.09
2015,085570400798,MISTIC,HAUS E-CG LIQUID MOON MILK,1,NA,30,NA,2.7,2.7,22260,0.09
2015,084920500137,VUSE,VUSE DVC MN/ECC,1,0.5,0.5,48,32.6,32.6,21086,0.08
2015,085570400864,MISTIC,HAUS E-CG LIQUID CLOUD PUNCH,1,NA,30,NA,2.7,2.7,20880,0.08
2015,085962600206,FINITI,FINITI E-CG C-M OLS,1,1.75,1.75,16,10.9,10.9,20802.25,0.08
2015,081821401328,GREEN SMOKE,GREEN SMOKE EVPC M-I,3,NA,3,NA,16.3,16.3,19947,0.08
2015,081821401327,GREEN SMOKE,GREEN SMOKE EVPC A-T,3,NA,3,NA,16.3,16.3,19131,0.07
2015,081821401008,GREEN SMOKE,GREEN SMOKE E-CGCM M-I RFL,3,NA,3,NA,16.3,16.3,18777,0.07
2015,085962600207,FINITI,FINITI E-CG,1,NA,1.75,NA,10.9,10.9,18509.75,0.07
2015,081821401174,GREEN SMOKE,GREEN SMOKE E-CGCM RL-TB RFL,3,NA,3,NA,16.3,16.3,18489,0.07
2015,085570400795,MISTIC,HAUS E-CG LIQUID SWEET VOO DEW,1,NA,30,NA,2.7,2.7,18360,0.07
2015,036586037191,VAPIN PLUS,VPLS E-CG LIQUID A-T,1,NA,14.99,NA,1,1,17047.9102365,0.07
2015,085570400772,MISTIC,HAUS E-CG LIQUID HAVANA,1,NA,30,NA,0.7,0.7,16890,0.07
2015,085962600205,FINITI,FINITI MIDNIGHT E-CG CMT,1,NA,1.75,NA,10.9,10.9,16842,0.07
2015,085962600200,FINITI,FINITI MIDNIGHT E-CG,1,1.75,1.75,16,10.9,10.9,16444.75,0.06
2015,084920500173,VUSE,VUSE E-CGC CHAI,2,0.5,1,48,32.6,32.6,15937,0.06
2015,085570400708,MISTIC,MISTIC E-CGC COOL ICE RFL,5,1,5,18,12.2,12.2,15880,0.06
2015,085570400487,MISTIC,MISTIC E-CGC RFL,1,NA,7.5,NA,2,2,15135,0.06
2015,084920500269,VUSE,VUSE E-CGC BERRY,2,0.5,1,48,32.6,32.6,13783,0.05
2015,084866646235,FINITI,FIN ECGVT VANILLA,2,NA,4.8,NA,4.5,4.5,13435.199999999999,0.05
2015,002012632801,MISTIC,MISTIC E-CGC RFL,5,1,5,12,8.2,8.2,13185,0.05
2015,036586038140,21ST CENTURY SMOKE,21SCS E-CG MN,2,0.9,1.8,16,10.9,10.9,12697.199999999999,0.05
2015,084866604131,FINITI,FIN ECGVT BOLD TOB,1,NA,1.75,NA,7.5,7.5,12206.25,0.05
2015,081068701540,NJOY,NJOY E-CG KING,5,1,5,30,20.4,20.4,11685,0.05
2015,085962600202,FINITI,FINITI MIDNIGHT E-CG,1,1.75,1.75,8,5.4,5.4,11516.75,0.04
2015,081764101577,KRAVE,KRAVE E-CG TOB KING,1,NA,2,NA,7.3,7.3,10610,0.04
2015,085438400413,LOGIC,LOGIC E-CG REGULAR MN,1,NA,7.25,NA,2.1,2.1,10577.75,0.04
2015,085962600203,FINITI,FINITI E-CG OLS,1,1.75,1.75,8,5.4,5.4,10577,0.04
2015,084866604618,FINITI,FIN ECGVT CHERRY,2,NA,4.8,NA,4.5,4.5,9744,0.04
2015,009710000122,MARKTEN,MARKTEN E-CG/ECC,1,0.8,0.8,NA,23.8,23.8,9287.2,0.04
2015,084866604136,FINITI,FIN ECGVT BOLD MN,1,NA,1.75,NA,7.5,7.5,9028.25,0.04
2015,060946510702,GREEN SMART LIVING,GS-L E-CGAC REGULAR RFL,5,1,5,18,12.2,12.2,8990,0.04
2015,081821401007,GREEN SMOKE,GREEN SMOKE E-CGCM A-T RFL,3,NA,3,NA,16.3,16.3,8463,0.03
2015,081764101580,KRAVE,KRAVE E-CG MN KING,1,NA,2,NA,7.3,7.3,8082,0.03
2015,084866602260,FINITI,FIN E-CGCM,1,1,1,16,10.9,10.9,7983,0.03
2015,085570400707,MISTIC,MISTIC E-CGC A-B RFL,5,1,5,18,12.2,12.2,7965,0.03
2015,081649401350,NICOTEK,NICOTEK METRO E-CG MN,2,NA,2,NA,12.2,12.2,7748,0.03
2015,036586038210,21ST CENTURY SMOKE,21SCS E-CG MN,1,NA,5.4,NA,2.4,2.4,7727.4000000000005,0.03
2015,084920500179,VUSE,VUSE E-CGC RICH MINT,2,NA,1,NA,32.6,32.6,7019,0.03
2015,084934900218,V2 CIGS,V2 CIGS E-CG RT OF,1,1,1,18,12.2,12.2,6616,0.03
2015,085962600262,FINITI,NA,NA,NA,3,NA,9.1,9.1,6372,0.02
2015,085570400701,MISTIC,MISTIC E-CG,1,1,1,24,16.3,16.3,6343,0.02
2015,060946510703,GREEN SMART LIVING,GS-L E-CGAC MN RFL,5,1,5,18,12.2,12.2,6090,0.02
2015,084866602265,FINITI,FIN E-CGCM CMT,1,1,1,16,10.9,10.9,5680,0.02
2015,009710000124,MARKTEN,MARKTEN E-CG MN/ECC,1,0.8,0.8,NA,23.8,23.8,5467.2,0.02
2015,081649401016,NICOTEK,NICOTEK METRO E-CG REGULAR VO,1,1,1,18,12.2,12.2,5453,0.02
2015,081068701473,NJOY,NJOY E-CG MN KING,1,1,1,30,20.4,20.4,5438,0.02
2015,081821401133,GREEN SMOKE,GREEN SMOKE E-CGCM A-T RFL,3,NA,3,NA,16.3,16.3,5370,0.02
2015,085965400207,BLU,BL-EGS E-CGCM JAVA JOLT RFL,5,1,5,16,10.9,10.9,5170,0.02
2015,081649401001,NICOTEK,NICOTEK METRO E-CG VO,2,1,2,18,12.2,12.2,4964,0.02
2015,081068701586,NJOY,NJOY E-CG KING 1CT=,2,NA,5,NA,8.2,8.2,4885,0.02
2015,081649401002,NICOTEK,NICOTEK METRO E-CG VO RFL,2,1,2,12,8.2,8.2,4884,0.02
2015,081068701966,NJOY,NJOY E-CG LIQUID B&BB,1,10,10,1,0.7,0.7,4750,0.02
2015,081649401430,NICOTEK,NBL-NCL E-CG LIQUID TOB,1,NA,10,NA,1.5,1.5,4598.087780000001,0.02
2015,081649401352,NICOTEK,NICOTEK METRO E-CG KING,1,NA,10,NA,1.5,1.5,4388.175077000001,0.02
2015,081068701587,NJOY,NJOY E-CG MN KING 1CT=,2,NA,5,NA,8.2,8.2,4070,0.02
2015,081068701785,NJOY,NJOY E-CG LIQUID POMEGRANATE,1,10,10,1,0.7,0.7,4040,0.02
2015,081649401040,NICOTEK,NICOTEK METRO E-CG MN VO,1,1,1,18,12.2,12.2,4032,0.02
2016,085570400805,MISTIC,HAUS E-CG LIQUID COOL ICE,1,10,10,24,16.3,16.3,1378250,4.99
2016,088796900488,BLU,BL-EGS E-CG TANK CT,3,1,3,24,16.3,16.3,1229295,4.45
2016,088796900496,BLU,BL-EGS E-CG TANK VV,3,1,3,24,16.3,16.3,950415,3.44
2016,085570400804,MISTIC,HAUS E-CG LIQUID,1,10,10,24,16.3,16.3,842200,3.05
2016,036586038153,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,3,0.9,2.7,16,10.9,10.9,797858.1,2.89
2016,085965400201,BLU,BL-EGS E-CG CT,1,1,1,24,16.3,16.3,778789,2.82
2016,088796900490,BLU,BL-EGS E-CG TANK M-M,3,1,3,24,16.3,16.3,726588,2.63
2016,085570400807,UNKNOWN,NA,NA,10,10,24,16.3,16.3,704120,2.55
2016,088796900493,BLU,BL-EGS E-CG TANK C-C,3,1,3,24,16.3,16.3,610299,2.21
2016,084866603273,FINITI,FIN E-CGCM TOB RFL,5,1,5,24,16.3,16.3,581505,2.11
2016,085570400806,UNKNOWN,NA,NA,10,10,24,16.3,16.3,492850,1.78
2016,085809900349,BLU,BL-EGS E-CG C-C,1,1,1,24,16.3,16.3,486056,1.76
2016,036586038150,21ST CENTURY SMOKE,21SCS E-CGAC MN,3,0.9,2.7,16,10.9,10.9,484682.4,1.75
2016,084920500058,VUSE,VUSE E-CGC OGN,2,0.5,1,48,32.6,32.6,479257,1.73
2016,081068702086,NJOY,NJOY E-CG RICH TOB,1,1,1,45,30.6,30.6,470216,1.7
2016,085570400801,MISTIC,HAUS E-CG LIQUID W-R,1,10,10,24,16.3,16.3,461220,1.67
2016,081068702088,NJOY,NJOY E-CG C-M,1,1,1,45,30.6,30.6,412288,1.49
2016,081068702090,NJOY,NJOY E-CG BPBB,1,1,1,45,30.6,30.6,410063,1.48
2016,085965400200,BLU,BL-EGS E-CG M-M,1,1,1,24,16.3,16.3,387263,1.4
2016,081068701775,NJOY,NJOY E-CG LIQUID MN,1,NA,10,NA,6.8,6.8,363460,1.32
