"row_id","upc","brand_filled","product_line","product_descr","imputed_num_cartridges","imputed_mL_per_cartridge","imputed_total_mL","imputed_nic_mg_per_ml","imputation_basis","priority","total_units","cum_unit_share"
459,"081764101369","VAPOR X","VAPOR X E-CG LIQUID VD","VAPOR X E-CG LIQUID VD",1,2,2,"18","prefix8+carts","3-single-sibling",175,1
460,"692660811303","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO DRAGON BEAR BOX 1 COUNT",1,18,18,"8.3","prefix11","3-single-sibling",172,1
461,"081102002177","IMPERIAL","IMPRL HK E-CG LIQUID ST-BN","IMPRL HK E-CG LIQUID ST-BN",1,19.99,19.991686,"18","prefix10","3-single-sibling",170,1
462,"081764101349","VAPOR X","VAPOR X E-CG LIQUID CH-BLS","VAPOR X E-CG LIQUID CH-BLS",1,2,2,"18","prefix8+carts","3-single-sibling",160,1
463,"081991301141","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",4,0.7,2.8,"50","prefix11","5-ok",158,1
464,"002590017505","E SWISHER","E SWISHER E-CGC MB RFL","E SWISHER E-CGC MB RFL",3,1,3,"15","prefix11","5-ok",148,1
465,"081068701805","NJOY","NJOY E-CG LIQUID S-MS","NJOY E-CG LIQUID S-MS",1,5.53,5.527495,"11.8","prefix10","1-CHECK",148,1
466,"036586037185","VAPIN PLUS","VPLS E-CIG LIQUID CAPPUCCINO","VPLS E-CIG LIQUID CAPPUCCINO",1,14.99,14.9937645,"16","prefix10","5-ok",147,1
467,"081068701803","NJOY","NJOY E-CG LIQUID S-MS","NJOY E-CG LIQUID S-MS",1,5.53,5.527495,"11.8","prefix10","1-CHECK",147,1
468,"085266255765","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","5-ok",144,1
469,"003512732010","JUST JUICE","JUST JUICE E-CG LIQUID MN","JUST JUICE E-CG LIQUID MN",1,10,9.995843,"25","prefix11","3-single-sibling",137,1
470,"081068701797","NJOY","NJOY E-CG LIQUID DBL-ESPRSO","NJOY E-CG LIQUID DBL-ESPRSO",1,10,10,"10","prefix11","3-single-sibling",133,1
471,"079357320162","IMPERIAL","IMPRL HK E-CG JUNGLE JUICE","IMPRL HK E-CG JUNGLE JUICE",1,19.99,19.991686,"18","brand+carts","2-weak",126,1
472,"081102002211","IMPERIAL","IMPRL HK E-CG LIQUID B-O-M","IMPRL HK E-CG LIQUID B-O-M",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",125,1
473,"088886130604","LEAP","LEAP GO","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MIXED BERRY BOX 1 COUNT",1,1.5,1.5,"96","prefix8_percart","2-weak",124,1
474,"081102002392","IMPERIAL","IMPRL HK E-CG LIQUID B-P","IMPRL HK E-CG LIQUID B-P",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",118,1
475,"081102002174","IMPERIAL","IMPRL HK E-CG LIQUID SB-MG","IMPRL HK E-CG LIQUID SB-MG",1,19.99,19.991686,"18","prefix10","3-single-sibling",114,1
476,"697184747275","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ALASKAN BLUEBERRY MINT MESH COIL BOX 1 COUNT",1,13,13,"11.5","prefix10","5-ok",114,1
477,"081068701799","NJOY","NJOY E-CG LIQUID BTR-CRNCH","NJOY E-CG LIQUID BTR-CRNCH",1,10,10,"10","prefix11","3-single-sibling",112,1
478,"081102002198","IMPERIAL","IMPRL HK E-CG LIQUID IM-RSH","IMPRL HK E-CG LIQUID IM-RSH",1,19.99,19.991686,"18","prefix10","3-single-sibling",111,1
479,"081102002189","IMPERIAL","IMPRL HK E-CG LIQUID NAZ 64","IMPRL HK E-CG LIQUID NAZ 64",1,19.99,19.991686,"18","prefix10","3-single-sibling",108,1
480,"081764101810","KRAVE","KRAVE E-CG MN","KRAVE E-CG MN",1,2,2,"18","prefix8+carts","3-single-sibling",106,1
481,"081010830139","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR VELVET BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",100,1
482,"085266255769","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","5-ok",100,1
483,"693764350215","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY RASPBERRY CHERRY BOX 1 COUNT",1,13.5,13.5,"11.1","prefix8+carts","4-minor",97,1
484,"693764350228","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE CREAM BOX 1 COUNT",1,13.5,13.5,"11.1","prefix8+carts","4-minor",97,1
485,"085267507268","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,1.5,"60","line_percart","2-weak",96,1
486,"085266255753","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix10","4-minor",90,1
487,"693764356879","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON JOLLY CANDY ICE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",90,1
488,"085266255797","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","3-single-sibling",89,1
489,"081010830109","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR CLASSIC BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",88,1
490,"079357311754","IMPERIAL","IMPRL HK E-CG VANILLA","IMPRL HK E-CG VANILLA",1,19.99,19.991686,"18","brand+carts","2-weak",85,1
491,"081102002168","IMPERIAL","IMPRL HK E-CG LIQUID S-P","IMPRL HK E-CG LIQUID S-P",1,19.99,19.991686,"18","prefix11","3-single-sibling",85,1
492,"693764350224","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRIES BOX 1 COUNT",1,13.5,13.5,"11.1","prefix8+carts","4-minor",84,1
493,"693764350217","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COTTON CANDY BOX 1 COUNT",1,13.5,13.5,"11.1","prefix8+carts","4-minor",82,1
494,"671716977193","HYPPE","HYPPE MAX AIR","HYPPE MAX AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIGHTY MINT OVER CHARGING PROTECTION BOX 1 COUNT",1,13,13,"11.5","line+carts","5-ok",80,1
495,"019383500511","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT",1,6.5,6.5,"33.2","prefix11","5-ok",79,1
496,"081764101807","KRAVE","KRAVE E-CG TOB","KRAVE E-CG TOB",1,2,2,"18","prefix8+carts","3-single-sibling",76,1
497,"081102002196","IMPERIAL","IMPRL HK E-CG LIQUID I-B","IMPRL HK E-CG LIQUID I-B",1,19.99,19.991686,"18","prefix10","3-single-sibling",74,1
498,"079357311751","IMPERIAL","IMPRL HK E-CG MINTY GRAPE","IMPRL HK E-CG MINTY GRAPE",1,19.99,19.991686,"18","brand+carts","2-weak",73,1
499,"085266255777","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix10","4-minor",73,1
500,"085266256444","PUFF",,"PUFF PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GUAVA ICE BOX 1 COUNT",1,3.2,3.2,"50","prefix10","1-CHECK",73,1
501,"085266255745","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","5-ok",70,1
502,"085962600290","FINITI","FIN E-CG","FIN E-CG",1,1.75,1.75,"16","prefix10","1-CHECK",68,1
503,"084920501487","VUSE","VUSE VIBE","VUSE VIBE SMOKING ALTERNATIVE PRODUCT MENTHOL 1 COUNT",1,1.9,1.9,"30","line+carts","3-single-sibling",64,1
504,"081102002216","IMPERIAL","IMPRL HK E-CG LIQUID 3D GRAPE","IMPRL HK E-CG LIQUID 3D GRAPE",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",62,1
505,"085266256484","HYDE","HYPPE BAR","HYPPE BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPE SODA BOX 1 COUNT",1,3.2,3.2,"50","prefix10","1-CHECK",60,1
506,"081102002191","IMPERIAL","IMPRL HK E-CG LIQUID K-ST","IMPRL HK E-CG LIQUID K-ST",1,19.99,19.991686,"18","prefix10","3-single-sibling",59,1
507,"085266255789","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"87.5","prefix11","5-ok",59,1
508,"036586039515","FLAVORED MIST","F-M E-CGAC STRAWBERRY","F-M E-CGAC STRAWBERRY",3,0.9,2.7,"16","prefix8+carts","4-minor",57,1
509,"081010749467","ESCO","ESCO BARS RIPE COLLECTION","ESCO BARS RIPE COLLECTION SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI DRAGON BERRY ICE MESH BOX 1 COUNT",1,5.91,5.9147,"25.4","prefix10","3-single-sibling",54,1
510,"036586038509","FLAVORED MIST","F-M E-CG GRAPE","F-M E-CG GRAPE",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",49,1
511,"085410000336","BLU","BL-EGS E-CGCM VV 5P","BL-EGS E-CGCM VV 5P",50,0.1,5,"16","prefix10","3-single-sibling",49,1
512,"085965400222","BLU","BL-EGS E-CGCM C-C RFL","BL-EGS E-CGCM C-C RFL",5,1,5,"16","prefix10","1-CHECK",49,1
513,"036586038512","FLAVORED MIST","F-M E-CG MANGO","F-M E-CG MANGO",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",47,1
514,"002590017506","E SWISHER","E SWISHER E-CG TF","E SWISHER E-CG TF",1,3,3,"15","prefix11","5-ok",45,1
515,"036586038336","VAPIN PLUS","VAPIN PLUS LVP","VAPIN PLUS LVP",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",41,1
516,"036586038340","21ST CENTURY SMOKE","21SCS E-CG","21SCS E-CG",1,0.9,0.9,"16","line+carts","3-single-sibling",39,1
517,"036586038506","FLAVORED MIST","F-M E-CG CHERRY","F-M E-CG CHERRY",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",39,1
518,"081068701379","NJOY","NJOY NPRO E-CG MINI","NJOY NPRO E-CG MINI",1,10,10,"45","prefix11","3-single-sibling",36,1
519,"085410000348","QUIK E-CIG","QUIK E-CIG E-CG TOB","QUIK E-CIG E-CG TOB",1,5,5,"16","prefix10","3-single-sibling",35,1
520,"003095507662","LOGIC","LOGIC E-CG TOB","LOGIC E-CG TOB",1,1.2,1.2,"24","brand+carts","1-CHECK",34,1
521,"081536802011","NJOY","NJOY E-CG TROPICAL TWIST","NJOY E-CG TROPICAL TWIST",1,1,1,"45","prefix10","5-ok",34,1
522,"036586038500","FLAVORED MIST","F-M E-CG APPLE","F-M E-CG APPLE",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",32,1
523,"697184747284","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MICHIGAN CHERRY ICE MESH COIL BOX 1 COUNT",1,13,13,"11.5","prefix11","3-single-sibling",31,1
524,"019383500754","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR LUX","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COOL MINT CANISTER 1 COUNT",1,2.7,2.7,"36","line+carts","1-CHECK",30,1
525,"036586038503","FLAVORED MIST","F-M E-CG BLUEBERRY","F-M E-CG BLUEBERRY",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",30,1
526,"078413191783","GLAMEE","GLAMEE NOVA","GLAMEE NOVA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI BLUEBERRY ICE BOX 1 COUNT",1,16,16,"25","prefix10","3-single-sibling",28,1
527,"085267507270","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,1.5,"60","line_percart","2-weak",28,1
528,"036586038515","FLAVORED MIST","F-M E-CG STRAWBERRY","F-M E-CG STRAWBERRY",1,14.99,14.9937645,"16","prefix8+carts","1-CHECK",27,1
529,"036586039509","FLAVORED MIST","F-M E-CGAC GRAPE","F-M E-CGAC GRAPE",3,0.9,2.7,"16","prefix8+carts","4-minor",27,1
530,"081102002461","IMPERIAL","IMP-SMOKE EVC CLMR","IMP-SMOKE EVC CLMR",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",25,1
531,"084043916500","RIP TIDE RIPSTICK","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix8+carts","3-single-sibling",23,1
532,"081505802007","LOGIC","LOGIC POWER E-CGC VANILLA","LOGIC POWER E-CGC VANILLA",3,0.45,1.35,"24","prefix11","4-minor",22,1
533,"084866604113","FINITI","FIN ECGVT VANILLA","FIN ECGVT VANILLA",1,1.75,1.75,"12.6","prefix8+carts","4-minor",22,1
534,"081505802288","LOGIC","LOGIC POWER","LOGIC POWER SMOKING ALTERNATIVE PRODUCT TOBACCO BOX 1 COUNT",1,3,3,"18","prefix10","1-CHECK",21,1
535,"019383500501","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT CRANBERRY GRAPE 1 COUNT",1,6.5,6.5,"33.2","prefix10","5-ok",20,1
536,"019383500513","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT",1,6.5,6.5,"33.2","prefix11","5-ok",18,1
537,"036586039503","FLAVORED MIST","F-M E-CGAC BLUEBERRY","F-M E-CGAC BLUEBERRY",3,0.9,2.7,"16","prefix8+carts","4-minor",17,1
538,"085438400410","LOGIC","LGL E-CG","LGL E-CG",1,7.25,7.25,"18","prefix10","1-CHECK",17,1
539,"078779031461","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT GRAPEFRUIT GUAVA 1 COUNT",1,1.3,1.3,"25","prefix10","5-ok",16,1
540,"085266255570","PUFF","PUFF","PUFF SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC BOX 1 COUNT",1,3.2,3.2,"50.8","prefix10","3-single-sibling",16,1
541,"085962600235","FINITI","FINITI E-CGC CMT RFL","FINITI E-CGC CMT RFL",14,1,14,"16","prefix11","3-single-sibling",16,1
542,"081342001847","VAPOR X","VAPOR X E-CG LIQUID TOB","VAPOR X E-CG LIQUID TOB",1,2,2,"18","brand+carts","2-weak",15,1
543,"084920500156","VUSE","VUSE SOLO","VUSE SOLO SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,1,1,"48","prefix10","1-CHECK",14,1
544,"084043916184","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix11","3-single-sibling",13,1
545,"079357311752","IMPERIAL","IMPRL HK E-CG MOCHA LATTE","IMPRL HK E-CG MOCHA LATTE",1,19.99,19.991686,"18","brand+carts","2-weak",12,1
546,"081342001857","VAPOR X","VAPOR X E-CG LIQUID MN","VAPOR X E-CG LIQUID MN",1,2,2,"18","brand+carts","2-weak",12,1
547,"003095507669","LOGIC","LG-PLT E-CG MN","LG-PLT E-CG MN",1,1.2,1.2,"24","brand+carts","1-CHECK",11,1
548,"081505802289","LOGIC","LOGIC POWER","LOGIC POWER SMOKING ALTERNATIVE PRODUCT MENTHOL BOX 1 COUNT",1,3,3,"18","prefix10","1-CHECK",11,1
549,"489525720184","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE CREATE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",11,1
550,"036586039506","FLAVORED MIST","F-M E-CGAC CHERRY","F-M E-CGAC CHERRY",3,0.9,2.7,"16","prefix8+carts","4-minor",10,1
551,"072944053385","LOGIC","LGL E-CG TOB MEDIUM","LGL E-CG TOB MEDIUM",1,1.2,1.2,"24","brand+carts","1-CHECK",10,1
552,"081505802304","LOGIC","LOGIC VAPELEAF","LOGIC VAPELEAF SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE VAPOR AND REGULAR VAPOR SYSTEM 1 COUNT",1,1.2,1.2,"24","prefix8+carts","1-CHECK",10,1
553,"081649401362","NICOTEK","NICOTEK METRO E-CG MN KING","NICOTEK METRO E-CG MN KING",1,10,9.995843,"24","prefix8+carts","1-CHECK",10,1
554,"084043916232","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix8+carts","3-single-sibling",10,1
555,"085266255813","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix10","1-CHECK",10,1
556,"085266256480","KOMGE","PUFF FLOW","PUFF FLOW SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PAPAYA BANANA 1000 PUFFS BOX 1 COUNT",1,3.2,3.2,"50","prefix10","1-CHECK",10,1
557,"085410000349","QUIK E-CIG","QUIK E-CIG E-CG MN","QUIK E-CIG E-CG MN",1,5,5,"16","prefix10","3-single-sibling",10,1
558,"489525720307","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CHERRY LEMON MINT BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",10,1
559,"489525720311","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PASSION FRUIT DUO I BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",10,1
560,"697213645963","AIRIS","AIRIS NEO","AIRIS NEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI STRAWBERRY BOX 1 COUNT",1,16,16,"25","prefix8+carts","1-CHECK",10,1
561,"081068701554","NJOY","NJOY E-CG TRDNL KING 10P","NJOY E-CG TRDNL KING 10P",10,0.5,5,"45","prefix10","5-ok",9,1
562,"085005452479","FUME","FUME QRJOY","FUME QRJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BELTZ BOX 1 COUNT",1,12,12,"25","brand+carts","4-minor",9,1
563,"489525720171","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI CREATE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",9,1
564,"079357323335","IMPERIAL","IMPRL HK E-CG SUMMERTIME SWIRL","IMPRL HK E-CG SUMMERTIME SWIRL",1,19.99,19.991686,"18","brand+carts","2-weak",8,1
565,"085266255833","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","3-single-sibling",8,1
566,"489525720153","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FUJI ICE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",8,1
567,"081068701553","NJOY","NJOY E-CG TRDNL KING","NJOY E-CG TRDNL KING",10,0.5,5,"45","prefix10","5-ok",7,1
568,"084043916235","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix8+carts","3-single-sibling",7,1
569,"085438400467","LOGIC","LOGIC PRO","LOGIC PRO SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,7.25,7.25,"18","prefix10","1-CHECK",7,1
570,"085962600260","FINITI","FIN AST NO 2'S/ECCR","FIN AST NO 2'S/ECCR",8,0.38,3,"13.3","prefix11","3-single-sibling",7,1
571,"489525720150","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CRANBERRY GRAPE CREATE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",7,1
572,"489525720167","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SAKURA GRAPE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",7,1
573,"489525720170","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",7,1
574,"079357311757","IMPERIAL","IMPRL HK E-CG IMPERIAL MIX","IMPRL HK E-CG IMPERIAL MIX",1,19.99,19.991686,"18","brand+carts","2-weak",6,1
575,"081713502256","CUE","CUE","CUE SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,5,4.9979215,"6","line+carts","3-single-sibling",6,1
576,"084043916181","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix11","3-single-sibling",6,1
577,"084043916187","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix11","3-single-sibling",6,1
578,"084043916193","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix10","3-single-sibling",6,1
579,"084043916229","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix8+carts","3-single-sibling",6,1
580,"084043916247","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix8+carts","3-single-sibling",6,1
581,"085962600265","FINITI","FIN AST NO 2'S/ECCR","FIN AST NO 2'S/ECCR",8,0.38,3,"13.3","prefix11","3-single-sibling",6,1
582,"036586037400","VAPIN PLUS","VAPIN PLUS LVP","VAPIN PLUS LVP",3,0.9,2.7,"16","prefix8+carts","4-minor",5,1
583,"081068701245","NJOY","NJOY E-CGC MN NO RFL","NJOY E-CGC MN NO RFL",5,1,5,"24","prefix11","5-ok",5,1
584,"081068701492","NJOY","NJOY POD CLASSIC TOB 5%","NJOY POD CLASSIC TOB 5%",2,1.9,3.8,"50","prefix11","1-CHECK",5,1
585,"081068701717","NJOY","NJOY E-CG MN KING -5.00","NJOY E-CG MN KING -5.00",5,2,10,"10","prefix10","5-ok",5,1
586,"083921900082","CIG2O","CIG2O EVCC MN","CIG2O EVCC MN",5,1,5,"8.4","prefix8_percart","2-weak",5,1
587,"084920500135","VUSE","VUSE SOLO","VUSE SOLO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE ORIGINAL BOX 1 COUNT",1,0.5,0.5,"48","prefix11","5-ok",5,1
588,"085570400495","COSMIC FOG","CSMC FG ECGL MLK&HNY","CSMC FG ECGL MLK&HNY",1,10,10,"21","prefix11","5-ok",5,1
589,"085965400212","BLU","BLU CIGS E-CGCM M-M RFL","BLU CIGS E-CGCM M-M RFL",5,1,5,"16","prefix10","1-CHECK",5,1
590,"489525720156","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MALIBU BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",5,1
591,"671716977155","HYPPE","HYPPE MAX AIR","HYPPE MAX AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLACK SAKURA MESH COIL BOX IN WRAP 1 COUNT",1,13,13,"11.5","line+carts","5-ok",5,1
592,"697184747333","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MEXICAN PINA COLADA MESH COIL BOX 1 COUNT",1,13,13,"11.5","line+carts","5-ok",5,1
593,"002590017507","E SWISHER","E SWISHER E-CG MB","E SWISHER E-CG MB",1,3,3,"15","prefix11","5-ok",4,1
594,"019383500291","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR LUX","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT",1,2.9,2.9,"25","prefix11","1-CHECK",4,1
595,"036586038176","21ST CENTURY SMOKE","21SCS E-CG","21SCS E-CG",1,5.4,5.4,"16","prefix11","3-single-sibling",4,1
596,"083921900154","CIG2O","CIG2O E-CG VANILLA CREAM","CIG2O E-CG VANILLA CREAM",1,1,1,"18","prefix10","3-single-sibling",4,1
597,"083921900232","CIG2O","CIG2O E-CG RED HOT","CIG2O E-CG RED HOT",1,1,1,"18","prefix10","5-ok",4,1
598,"084014180184","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR LUX","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT RASPBERRY WATERMELON 1000 PUFFS BOX 1 COUNT",1,2.7,2.7,"36","line+carts","1-CHECK",4,1
599,"085570400815","HAUS","HAUS ECTA RFL","HAUS ECTA RFL",1,10,10,"24","prefix10","5-ok",4,1
600,"489525720144","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ ICE BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",4,1
601,"489525720174","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PINA COLADA BOX 1 COUNT",1,13,13,"11.5","line+carts","4-minor",4,1
602,"005965400208","BLU","BL-EGS E-CGCM CT","BL-EGS E-CGCM CT",5,0.2,1,"24","prefix11","5-ok",3,1
603,"081068701241","NJOY","NJOY E-CGC NO RFL","NJOY E-CGC NO RFL",5,1,5,"24","prefix11","5-ok",3,1
604,"081068701683","NJOY","NJOY E-CG 4P","NJOY E-CG 4P",4,0.5,2,"30","prefix11","5-ok",3,1
605,"081649401135","NICOTEK","NICOTEK METRO CHICK STICK","NICOTEK METRO CHICK STICK SMOKING ALTERNATIVE PRODUCT BOX IN WRAP 1 COUNT",1,10,9.995843,"24","prefix8+carts","1-CHECK",3,1
606,"084043916199","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,1.4,"116.1","prefix10","3-single-sibling",3,1
607,"085014900704","MISTIC","M2CFP E-CG KRYPTOMELON","M2CFP E-CG KRYPTOMELON",1,1,1,"18","brand+carts","2-weak",3,1
608,"085266256416","PUFF","PUFF PLUS","PUFF PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINK LEMONADE BOX 1 COUNT",1,3.2,3.2,"50","prefix10","1-CHECK",3,1
609,"085570400812","HAUS","HAUS E-CG LIQUID A-B 5P","HAUS E-CG LIQUID A-B 5P",5,2,10,"24","prefix10","5-ok",3,1
