year,brand,mL_old,mL_new,mL_sq_old,mL_sq_new,nic_old,nic_new,nic_mg_per_mL_old,nic_mg_per_mL_new,avg_mL_per_ecig_old,avg_mL_per_ecig_new,N_hom_old,N_hom_new,N_hom_change,mL_change_pct
2019,IMPERIAL,24389.85692000026,24389.85692000026,487594.36112956144,487594.36112956144,17919.359999999953,17919.359999999953,0.7347054170418545,0.7347054170418545,19.991685999999554,19.991685999999554,14.687999999999477,14.687999999999477,0,0
2019,JAK,1473.75,1473.75,1842.1875,1842.1875,17317.15200000003,17317.15200000003,11.75040000000002,11.75040000000002,1.25,1.25,14.688000000000025,14.688000000000025,0,0
2019,JUST JUICE,779.6757540000002,779.6757540000002,7793.516427890616,7793.516427890616,1145.6639999999998,1145.6639999999998,1.469410834083728,1.469410834083728,9.99584299999999,9.99584299999999,14.68799999999998,14.68799999999998,0,0
2019,JUUL,76705959.39775747,76705959.39775747,203635036.92937148,203635036.92937148,2469965799.1998053,2469965799.1998053,32.20044203334761,32.20044203334761,2.6547485818334584,2.6547485818334584,85.48407782244006,85.48407782244006,0,0
2019,KRAVE,6574,6574,28540,28540,43583.37600000001,43583.37600000001,6.629658655308794,6.629658655308794,4.341344691207788,4.341344691207788,28.781633407744597,28.781633407744597,0,0
2019,LEAP,254610,254610,763830,763830,3576400.70400014,3576400.70400014,14.046583810534308,14.046583810534308,3,3,42.139751431602924,42.139751431602924,0,0
2019,LOGIC,6384790.984088633,6384790.984088633,17430195.61052924,17430195.61052924,81689802.63921595,81689802.63921595,12.794436472986025,12.794436472986025,2.729955554373912,2.729955554373912,34.92824291451236,34.92824291451236,0,0
2019,MARKTEN,1703430.7999995232,1703430.7999995232,4603248.800011093,4603248.800011093,41011388.33594034,41011388.33594034,24.075758367144598,24.075758367144598,2.7023397721893847,2.7023397721893847,65.0608793811562,65.0608793811562,0,0
2019,MISTIC,3615495.5,3615495.5,99681095.25,99681095.25,14139892.799981968,14139892.799981968,3.9109142301468687,3.9109142301468687,27.57052117752601,27.57052117752601,107.82594360575207,107.82594360575207,0,0
2019,NICOTEK,14028.654098000066,14028.654098000066,130379.10418291404,130379.10418291404,32809.72799999971,32809.72799999971,2.338765199483897,2.338765199483897,9.293771396181262,9.293771396181262,21.735949113347605,21.735949113347605,0,0
2019,NJOY,42917352.994258344,42917352.994258344,146664621.88642251,146664621.88642251,1407103703.5713139,1407103703.5713139,32.7863580906204,32.7863580906204,3.417373431815422,3.417373431815422,112.04322906487278,112.04322906487278,0,0
2019,RIP TIDE RIPSTICK,5.6,5.6,7.839999999999999,7.839999999999999,58.751999999999995,58.751999999999995,10.491428571428571,10.491428571428571,1.4,1.4,14.687999999999999,14.687999999999999,0,0
2019,UNKNOWN,6502891.025915872,6502891.025915872,19402901.77199221,19402901.77199221,150539288.1957225,150539288.1957225,23.149594172158285,23.149594172158285,2.9837347257805984,2.9837347257805984,69.07224801919683,69.07224801919683,0,0
2019,V2 CIGS,28976,28976,125456,125456,354710.3039999967,354710.3039999967,12.241520706791713,12.241520706791713,4.329652125897295,4.329652125897295,53.00152615237649,53.00152615237649,0,0
2019,VAPIN PLUS,206975.07852448884,206975.07852448884,3041877.8368758406,3041877.8368758406,228853.72799997072,228853.72799997072,1.1057066852272905,1.1057066852272905,14.69683141835809,14.69683141835809,16.250384750937023,16.250384750937023,0,0
2019,VUSE,20172328.000052784,19938150.10003295,65128685.14109483,63091337.411017336,565132565.07851,562743950.4988899,28.015237759222995,28.224481593102254,3.2286152168913977,3.164352615186354,90.45042293425783,89.31221214141223,-1.138210792845598,-1.1608868347729582
